,song_name,album_name,artist_name,duration_ms,uri,href,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,0
137,Zapp Is Back,Zapp VI Back By Popular Demand,Zapp,197306,spotify:track:6cgZCZpd7JhVclXHpJxNMk,https://api.spotify.com/v1/tracks/6cgZCZpd7JhVclXHpJxNMk,0.824,0.58,8.0,-7.662,1.0,0.125,0.122,0.000622,0.0659,0.966,85.993,audio_features,6cgZCZpd7JhVclXHpJxNMk,spotify:track:6cgZCZpd7JhVclXHpJxNMk,https://api.spotify.com/v1/tracks/6cgZCZpd7JhVclXHpJxNMk,https://api.spotify.com/v1/audio-analysis/6cgZCZpd7JhVclXHpJxNMk,197307.0,4.0,
138,Get Up Off The Wall,Zapp VI Back By Popular Demand,Zapp,225680,spotify:track:2e0uIE7ssqbWrEdqRjpNbs,https://api.spotify.com/v1/tracks/2e0uIE7ssqbWrEdqRjpNbs,0.901,0.659,1.0,-8.014,1.0,0.0445,0.119,8.25e-05,0.0414,0.829,106.507,audio_features,2e0uIE7ssqbWrEdqRjpNbs,spotify:track:2e0uIE7ssqbWrEdqRjpNbs,https://api.spotify.com/v1/tracks/2e0uIE7ssqbWrEdqRjpNbs,https://api.spotify.com/v1/audio-analysis/2e0uIE7ssqbWrEdqRjpNbs,225680.0,4.0,
139,I Finally Found What I've Been Searching For,Zapp VI Back By Popular Demand,Zapp,314706,spotify:track:2NJkksNd6cJNgXkl16Xpa8,https://api.spotify.com/v1/tracks/2NJkksNd6cJNgXkl16Xpa8,0.705,0.46,0.0,-8.791,1.0,0.033,0.553,0.0,0.144,0.655,111.953,audio_features,2NJkksNd6cJNgXkl16Xpa8,spotify:track:2NJkksNd6cJNgXkl16Xpa8,https://api.spotify.com/v1/tracks/2NJkksNd6cJNgXkl16Xpa8,https://api.spotify.com/v1/audio-analysis/2NJkksNd6cJNgXkl16Xpa8,314707.0,4.0,
140,"Lead, Kindly Light",Grace: A Sacred Cello Collection,Steven Sharp Nelson,147383,spotify:track:5mBUsnJgntrgOiuScTJ7RB,https://api.spotify.com/v1/tracks/5mBUsnJgntrgOiuScTJ7RB,0.167,0.135,10.0,-14.016,1.0,0.0417,0.912,0.907,0.106,0.116,84.264,audio_features,5mBUsnJgntrgOiuScTJ7RB,spotify:track:5mBUsnJgntrgOiuScTJ7RB,https://api.spotify.com/v1/tracks/5mBUsnJgntrgOiuScTJ7RB,https://api.spotify.com/v1/audio-analysis/5mBUsnJgntrgOiuScTJ7RB,147384.0,1.0,
141,"Come, Come Ye Saints",Grace: A Sacred Cello Collection,Steven Sharp Nelson,348631,spotify:track:55CUI7iJvRtaLUjjpLakZq,https://api.spotify.com/v1/tracks/55CUI7iJvRtaLUjjpLakZq,0.449,0.392,9.0,-14.691,1.0,0.0345,0.273,0.86,0.0815,0.237,114.26,audio_features,55CUI7iJvRtaLUjjpLakZq,spotify:track:55CUI7iJvRtaLUjjpLakZq,https://api.spotify.com/v1/tracks/55CUI7iJvRtaLUjjpLakZq,https://api.spotify.com/v1/audio-analysis/55CUI7iJvRtaLUjjpLakZq,348631.0,4.0,
142,Gabriel's Oboe,Tender Mercies: Sacred Cello Series,Steven Sharp Nelson,147400,spotify:track:7BcObFd2tar68xGUssXXvr,https://api.spotify.com/v1/tracks/7BcObFd2tar68xGUssXXvr,0.175,0.4,2.0,-6.23,1.0,0.0338,0.941,0.747,0.114,0.217,149.239,audio_features,7BcObFd2tar68xGUssXXvr,spotify:track:7BcObFd2tar68xGUssXXvr,https://api.spotify.com/v1/tracks/7BcObFd2tar68xGUssXXvr,https://api.spotify.com/v1/audio-analysis/7BcObFd2tar68xGUssXXvr,147400.0,5.0,
143,Tender Mercies,Grace: A Sacred Cello Collection,Steven Sharp Nelson,420676,spotify:track:1wRy2bt30d8Jui7JGiSW6y,https://api.spotify.com/v1/tracks/1wRy2bt30d8Jui7JGiSW6y,0.139,0.274,9.0,-9.604,1.0,0.038,0.823,0.833,0.108,0.0395,75.933,audio_features,1wRy2bt30d8Jui7JGiSW6y,spotify:track:1wRy2bt30d8Jui7JGiSW6y,https://api.spotify.com/v1/tracks/1wRy2bt30d8Jui7JGiSW6y,https://api.spotify.com/v1/audio-analysis/1wRy2bt30d8Jui7JGiSW6y,420677.0,4.0,
144,Thanks Be to Thee,Grace: A Sacred Cello Collection,Steven Sharp Nelson,214727,spotify:track:2mg39ynkEAn7FCmfL7B9FK,https://api.spotify.com/v1/tracks/2mg39ynkEAn7FCmfL7B9FK,0.103,0.328,8.0,-9.977,1.0,0.0396,0.743,0.832,0.107,0.133,168.511,audio_features,2mg39ynkEAn7FCmfL7B9FK,spotify:track:2mg39ynkEAn7FCmfL7B9FK,https://api.spotify.com/v1/tracks/2mg39ynkEAn7FCmfL7B9FK,https://api.spotify.com/v1/audio-analysis/2mg39ynkEAn7FCmfL7B9FK,214728.0,3.0,
145,Homeward Bound,Tender Mercies: Sacred Cello Series,Steven Sharp Nelson,520679,spotify:track:2H7StzEo5pAclWmeeahSL6,https://api.spotify.com/v1/tracks/2H7StzEo5pAclWmeeahSL6,0.197,0.272,2.0,-10.614,1.0,0.0349,0.744,0.537,0.109,0.0599,110.998,audio_features,2H7StzEo5pAclWmeeahSL6,spotify:track:2H7StzEo5pAclWmeeahSL6,https://api.spotify.com/v1/tracks/2H7StzEo5pAclWmeeahSL6,https://api.spotify.com/v1/audio-analysis/2H7StzEo5pAclWmeeahSL6,520680.0,4.0,
146,Praise To The Man,Tender Mercies: Sacred Cello Series,Steven Sharp Nelson,375400,spotify:track:3GDYbllJBjdLn7X2w0sy7i,https://api.spotify.com/v1/tracks/3GDYbllJBjdLn7X2w0sy7i,0.522,0.69,2.0,-7.758,1.0,0.0515,0.629,0.888,0.0934,0.587,120.048,audio_features,3GDYbllJBjdLn7X2w0sy7i,spotify:track:3GDYbllJBjdLn7X2w0sy7i,https://api.spotify.com/v1/tracks/3GDYbllJBjdLn7X2w0sy7i,https://api.spotify.com/v1/audio-analysis/3GDYbllJBjdLn7X2w0sy7i,375400.0,4.0,
147,Moskau im Regen,Nur das Beste - Die größten Hits,Die Flippers,201013,spotify:track:6i9QQETTv5446kIZ4KpZkp,https://api.spotify.com/v1/tracks/6i9QQETTv5446kIZ4KpZkp,0.539,0.773,4.0,-6.698,1.0,0.0315,0.0856,0.0,0.856,0.526,93.77,audio_features,6i9QQETTv5446kIZ4KpZkp,spotify:track:6i9QQETTv5446kIZ4KpZkp,https://api.spotify.com/v1/tracks/6i9QQETTv5446kIZ4KpZkp,https://api.spotify.com/v1/audio-analysis/6i9QQETTv5446kIZ4KpZkp,201013.0,4.0,
148,Seit es Dich gibt,Unsere schönsten Lieder,Die Flippers,174466,spotify:track:7rTtA5qA9pjFBFPZvIVyr3,https://api.spotify.com/v1/tracks/7rTtA5qA9pjFBFPZvIVyr3,0.533,0.656,4.0,-8.991,1.0,0.0269,0.0922,0.00273,0.506,0.716,138.277,audio_features,7rTtA5qA9pjFBFPZvIVyr3,spotify:track:7rTtA5qA9pjFBFPZvIVyr3,https://api.spotify.com/v1/tracks/7rTtA5qA9pjFBFPZvIVyr3,https://api.spotify.com/v1/audio-analysis/7rTtA5qA9pjFBFPZvIVyr3,174467.0,3.0,
149,Bist Du einsam ...,Ich glaub' an Dich,Die Flippers,185160,spotify:track:5q81KMhWoSdZ4HQw0U2cXV,https://api.spotify.com/v1/tracks/5q81KMhWoSdZ4HQw0U2cXV,0.5,0.461,8.0,-11.46,1.0,0.0292,0.471,1.73e-05,0.1,0.36,85.082,audio_features,5q81KMhWoSdZ4HQw0U2cXV,spotify:track:5q81KMhWoSdZ4HQw0U2cXV,https://api.spotify.com/v1/tracks/5q81KMhWoSdZ4HQw0U2cXV,https://api.spotify.com/v1/audio-analysis/5q81KMhWoSdZ4HQw0U2cXV,185160.0,3.0,
150,Jenny weint oft,"Sommer, Sonne, Zärtlichkeit",Die Flippers,194533,spotify:track:7y7d9Cdwpt0oQDcqPb1O4m,https://api.spotify.com/v1/tracks/7y7d9Cdwpt0oQDcqPb1O4m,0.368,0.697,11.0,-4.926,1.0,0.0295,0.282,0.0,0.0864,0.501,185.419,audio_features,7y7d9Cdwpt0oQDcqPb1O4m,spotify:track:7y7d9Cdwpt0oQDcqPb1O4m,https://api.spotify.com/v1/tracks/7y7d9Cdwpt0oQDcqPb1O4m,https://api.spotify.com/v1/audio-analysis/7y7d9Cdwpt0oQDcqPb1O4m,194072.0,3.0,
151,Goodbye Eloisa - O Cangaceiro,Ich glaub' an Dich,Die Flippers,193706,spotify:track:5snQ5tlnW86k4gp8OiRLFN,https://api.spotify.com/v1/tracks/5snQ5tlnW86k4gp8OiRLFN,0.528,0.744,4.0,-11.047,1.0,0.0446,0.148,0.0,0.381,0.601,115.724,audio_features,5snQ5tlnW86k4gp8OiRLFN,spotify:track:5snQ5tlnW86k4gp8OiRLFN,https://api.spotify.com/v1/tracks/5snQ5tlnW86k4gp8OiRLFN,https://api.spotify.com/v1/audio-analysis/5snQ5tlnW86k4gp8OiRLFN,193707.0,4.0,
152,"Tränen, die der Wind verweht",Ich glaub' an Dich,Die Flippers,169493,spotify:track:3kQYPVaP8uSkv62IKMceL0,https://api.spotify.com/v1/tracks/3kQYPVaP8uSkv62IKMceL0,0.499,0.511,11.0,-12.511,1.0,0.0238,0.613,0.0093,0.3,0.33,88.363,audio_features,3kQYPVaP8uSkv62IKMceL0,spotify:track:3kQYPVaP8uSkv62IKMceL0,https://api.spotify.com/v1/tracks/3kQYPVaP8uSkv62IKMceL0,https://api.spotify.com/v1/audio-analysis/3kQYPVaP8uSkv62IKMceL0,169493.0,4.0,
153,Jede Stunde mit Dir,Ein Lied für die Liebe,Die Flippers,188666,spotify:track:0E9hKaLtdgQ0aBDVRtZuxV,https://api.spotify.com/v1/tracks/0E9hKaLtdgQ0aBDVRtZuxV,0.634,0.632,7.0,-9.904,1.0,0.0296,0.268,0.000116,0.646,0.672,119.824,audio_features,0E9hKaLtdgQ0aBDVRtZuxV,spotify:track:0E9hKaLtdgQ0aBDVRtZuxV,https://api.spotify.com/v1/tracks/0E9hKaLtdgQ0aBDVRtZuxV,https://api.spotify.com/v1/audio-analysis/0E9hKaLtdgQ0aBDVRtZuxV,188667.0,4.0,
154,Stern von San Fernando,Liebe ist ... 2,Die Flippers,191360,spotify:track:4GTjYkm9cKrU3NvvoHFaQV,https://api.spotify.com/v1/tracks/4GTjYkm9cKrU3NvvoHFaQV,0.601,0.522,4.0,-13.635,1.0,0.0274,0.238,8.09e-06,0.286,0.823,112.042,audio_features,4GTjYkm9cKrU3NvvoHFaQV,spotify:track:4GTjYkm9cKrU3NvvoHFaQV,https://api.spotify.com/v1/tracks/4GTjYkm9cKrU3NvvoHFaQV,https://api.spotify.com/v1/audio-analysis/4GTjYkm9cKrU3NvvoHFaQV,191360.0,4.0,
155,My Collection,HNDRXX,Future,255556,spotify:track:0526DaOuV7mRlPKxhMSJKw,https://api.spotify.com/v1/tracks/0526DaOuV7mRlPKxhMSJKw,0.697,0.459,8.0,-8.498,0.0,0.448,0.729,8.35e-06,0.0971,0.409,80.085,audio_features,0526DaOuV7mRlPKxhMSJKw,spotify:track:0526DaOuV7mRlPKxhMSJKw,https://api.spotify.com/v1/tracks/0526DaOuV7mRlPKxhMSJKw,https://api.spotify.com/v1/audio-analysis/0526DaOuV7mRlPKxhMSJKw,255556.0,4.0,
156,Comin Out Strong (feat. The Weeknd),HNDRXX,Future,254596,spotify:track:0DSSnLy9UYNdiOMuQclRrk,https://api.spotify.com/v1/tracks/0DSSnLy9UYNdiOMuQclRrk,0.793,0.466,1.0,-7.843,1.0,0.379,0.298,0.0,0.122,0.341,81.5,audio_features,0DSSnLy9UYNdiOMuQclRrk,spotify:track:0DSSnLy9UYNdiOMuQclRrk,https://api.spotify.com/v1/tracks/0DSSnLy9UYNdiOMuQclRrk,https://api.spotify.com/v1/audio-analysis/0DSSnLy9UYNdiOMuQclRrk,254596.0,4.0,
157,Lookin Exotic,HNDRXX,Future,227236,spotify:track:1npQCHcm9n7FGhYAzRqfd1,https://api.spotify.com/v1/tracks/1npQCHcm9n7FGhYAzRqfd1,0.616,0.652,0.0,-5.378,1.0,0.0785,0.0567,0.0,0.185,0.0454,76.1,audio_features,1npQCHcm9n7FGhYAzRqfd1,spotify:track:1npQCHcm9n7FGhYAzRqfd1,https://api.spotify.com/v1/tracks/1npQCHcm9n7FGhYAzRqfd1,https://api.spotify.com/v1/audio-analysis/1npQCHcm9n7FGhYAzRqfd1,227236.0,4.0,
158,Incredible,HNDRXX,Future,248049,spotify:track:2qwn6whaZf7gax7SaqUZSC,https://api.spotify.com/v1/tracks/2qwn6whaZf7gax7SaqUZSC,0.79,0.438,1.0,-6.462,1.0,0.133,0.0634,0.0,0.1,0.247,90.022,audio_features,2qwn6whaZf7gax7SaqUZSC,spotify:track:2qwn6whaZf7gax7SaqUZSC,https://api.spotify.com/v1/tracks/2qwn6whaZf7gax7SaqUZSC,https://api.spotify.com/v1/audio-analysis/2qwn6whaZf7gax7SaqUZSC,248050.0,4.0,
159,Testify,HNDRXX,Future,178142,spotify:track:31suvgK8vvhfVXyEa2JpH8,https://api.spotify.com/v1/tracks/31suvgK8vvhfVXyEa2JpH8,0.681,0.524,4.0,-7.47,0.0,0.327,0.212,2.13e-06,0.112,0.15,96.183,audio_features,31suvgK8vvhfVXyEa2JpH8,spotify:track:31suvgK8vvhfVXyEa2JpH8,https://api.spotify.com/v1/tracks/31suvgK8vvhfVXyEa2JpH8,https://api.spotify.com/v1/audio-analysis/31suvgK8vvhfVXyEa2JpH8,178143.0,4.0,
160,Fresh Air,HNDRXX,Future,270822,spotify:track:0knX1FaKl445Hej9Tjj07N,https://api.spotify.com/v1/tracks/0knX1FaKl445Hej9Tjj07N,0.817,0.526,0.0,-7.426,0.0,0.127,0.0223,0.0,0.192,0.419,125.014,audio_features,0knX1FaKl445Hej9Tjj07N,spotify:track:0knX1FaKl445Hej9Tjj07N,https://api.spotify.com/v1/tracks/0knX1FaKl445Hej9Tjj07N,https://api.spotify.com/v1/audio-analysis/0knX1FaKl445Hej9Tjj07N,270823.0,4.0,
161,Neva Missa Lost,HNDRXX,Future,238009,spotify:track:40loc7zL1S7HADOhayuZdg,https://api.spotify.com/v1/tracks/40loc7zL1S7HADOhayuZdg,0.744,0.484,11.0,-8.415,0.0,0.128,0.3,7.27e-05,0.267,0.184,124.897,audio_features,40loc7zL1S7HADOhayuZdg,spotify:track:40loc7zL1S7HADOhayuZdg,https://api.spotify.com/v1/tracks/40loc7zL1S7HADOhayuZdg,https://api.spotify.com/v1/audio-analysis/40loc7zL1S7HADOhayuZdg,238010.0,4.0,
162,Keep Quiet,HNDRXX,Future,202289,spotify:track:1j703cUWGLGtl3n41HI3Hx,https://api.spotify.com/v1/tracks/1j703cUWGLGtl3n41HI3Hx,0.815,0.528,4.0,-7.414,0.0,0.12,0.0292,0.0,0.0896,0.198,133.981,audio_features,1j703cUWGLGtl3n41HI3Hx,spotify:track:1j703cUWGLGtl3n41HI3Hx,https://api.spotify.com/v1/tracks/1j703cUWGLGtl3n41HI3Hx,https://api.spotify.com/v1/audio-analysis/1j703cUWGLGtl3n41HI3Hx,202290.0,4.0,
163,Hallucinating,HNDRXX,Future,221729,spotify:track:3nuEY7n12BKlZbLCLKyW1L,https://api.spotify.com/v1/tracks/3nuEY7n12BKlZbLCLKyW1L,0.784,0.465,1.0,-6.639,1.0,0.249,0.378,2.65e-05,0.144,0.234,129.9,audio_features,3nuEY7n12BKlZbLCLKyW1L,spotify:track:3nuEY7n12BKlZbLCLKyW1L,https://api.spotify.com/v1/tracks/3nuEY7n12BKlZbLCLKyW1L,https://api.spotify.com/v1/audio-analysis/3nuEY7n12BKlZbLCLKyW1L,221730.0,4.0,
164,I Thank U,HNDRXX,Future,141342,spotify:track:3cq1t3pSjD7vt0n17g4mVm,https://api.spotify.com/v1/tracks/3cq1t3pSjD7vt0n17g4mVm,0.858,0.574,8.0,-7.664,0.0,0.216,0.0862,1.24e-06,0.132,0.329,130.072,audio_features,3cq1t3pSjD7vt0n17g4mVm,spotify:track:3cq1t3pSjD7vt0n17g4mVm,https://api.spotify.com/v1/tracks/3cq1t3pSjD7vt0n17g4mVm,https://api.spotify.com/v1/audio-analysis/3cq1t3pSjD7vt0n17g4mVm,141343.0,4.0,
165,New Illuminati,HNDRXX,Future,181809,spotify:track:33ewDzzCLdS99cSrDfhYtA,https://api.spotify.com/v1/tracks/33ewDzzCLdS99cSrDfhYtA,0.817,0.701,1.0,-6.574,1.0,0.359,0.0165,0.000466,0.106,0.623,70.006,audio_features,33ewDzzCLdS99cSrDfhYtA,spotify:track:33ewDzzCLdS99cSrDfhYtA,https://api.spotify.com/v1/tracks/33ewDzzCLdS99cSrDfhYtA,https://api.spotify.com/v1/audio-analysis/33ewDzzCLdS99cSrDfhYtA,181810.0,4.0,
166,Turn On Me,HNDRXX,Future,264836,spotify:track:4j9G1hsYMHg3n6OBG8AQFS,https://api.spotify.com/v1/tracks/4j9G1hsYMHg3n6OBG8AQFS,0.729,0.384,11.0,-9.662,1.0,0.131,0.231,0.0,0.115,0.3,126.982,audio_features,4j9G1hsYMHg3n6OBG8AQFS,spotify:track:4j9G1hsYMHg3n6OBG8AQFS,https://api.spotify.com/v1/tracks/4j9G1hsYMHg3n6OBG8AQFS,https://api.spotify.com/v1/audio-analysis/4j9G1hsYMHg3n6OBG8AQFS,264836.0,4.0,
167,Selfish (feat. Rihanna),HNDRXX,Future,251422,spotify:track:766xKGpJZ3dYwoUFgLyFJD,https://api.spotify.com/v1/tracks/766xKGpJZ3dYwoUFgLyFJD,0.415,0.379,8.0,-10.045,1.0,0.0806,0.0325,8.5e-06,0.381,0.0928,95.983,audio_features,766xKGpJZ3dYwoUFgLyFJD,spotify:track:766xKGpJZ3dYwoUFgLyFJD,https://api.spotify.com/v1/tracks/766xKGpJZ3dYwoUFgLyFJD,https://api.spotify.com/v1/audio-analysis/766xKGpJZ3dYwoUFgLyFJD,251423.0,4.0,
168,Solo,HNDRXX,Future,265996,spotify:track:4lH6nENd1y81jp7Yt9lTBX,https://api.spotify.com/v1/tracks/4lH6nENd1y81jp7Yt9lTBX,0.784,0.486,5.0,-6.497,0.0,0.0475,0.0538,0.497,0.101,0.0894,110.964,audio_features,4lH6nENd1y81jp7Yt9lTBX,spotify:track:4lH6nENd1y81jp7Yt9lTBX,https://api.spotify.com/v1/tracks/4lH6nENd1y81jp7Yt9lTBX,https://api.spotify.com/v1/audio-analysis/4lH6nENd1y81jp7Yt9lTBX,265996.0,4.0,
169,PIE (feat. Chris Brown),HNDRXX,Future,210906,spotify:track:5q9lQOPMXOtkZfH14UbaYO,https://api.spotify.com/v1/tracks/5q9lQOPMXOtkZfH14UbaYO,0.743,0.593,5.0,-6.518,0.0,0.287,0.111,0.0,0.12,0.676,156.033,audio_features,5q9lQOPMXOtkZfH14UbaYO,spotify:track:5q9lQOPMXOtkZfH14UbaYO,https://api.spotify.com/v1/tracks/5q9lQOPMXOtkZfH14UbaYO,https://api.spotify.com/v1/audio-analysis/5q9lQOPMXOtkZfH14UbaYO,210907.0,4.0,
170,You Da Baddest (feat. Nicki Minaj),HNDRXX,Future,241066,spotify:track:0jfi1XHVlu3LxhKZXbuT4X,https://api.spotify.com/v1/tracks/0jfi1XHVlu3LxhKZXbuT4X,0.814,0.739,7.0,-6.987,1.0,0.127,0.0889,0.00816,0.0967,0.533,154.05,audio_features,0jfi1XHVlu3LxhKZXbuT4X,spotify:track:0jfi1XHVlu3LxhKZXbuT4X,https://api.spotify.com/v1/tracks/0jfi1XHVlu3LxhKZXbuT4X,https://api.spotify.com/v1/audio-analysis/0jfi1XHVlu3LxhKZXbuT4X,241067.0,4.0,
171,Hustle for a Dream,1904,Teddy Benson,185940,spotify:track:2wDpJ9i8DoFQMNNFYVw9xB,https://api.spotify.com/v1/tracks/2wDpJ9i8DoFQMNNFYVw9xB,0.63,0.818,7.0,-5.305,0.0,0.145,0.0188,0.0,0.145,0.237,93.003,audio_features,2wDpJ9i8DoFQMNNFYVw9xB,spotify:track:2wDpJ9i8DoFQMNNFYVw9xB,https://api.spotify.com/v1/tracks/2wDpJ9i8DoFQMNNFYVw9xB,https://api.spotify.com/v1/audio-analysis/2wDpJ9i8DoFQMNNFYVw9xB,185941.0,4.0,
172,Outlaw (feat. Lil Hitt & Mario),1904,Teddy Benson,315194,spotify:track:1px1czTNgECouEOOM9LXc3,https://api.spotify.com/v1/tracks/1px1czTNgECouEOOM9LXc3,0.619,0.85,9.0,-5.134,1.0,0.133,0.322,0.0,0.0889,0.654,88.023,audio_features,1px1czTNgECouEOOM9LXc3,spotify:track:1px1czTNgECouEOOM9LXc3,https://api.spotify.com/v1/tracks/1px1czTNgECouEOOM9LXc3,https://api.spotify.com/v1/audio-analysis/1px1czTNgECouEOOM9LXc3,315195.0,4.0,
173,Never Go Out (feat. Looselyric & Von Dreaam),1904,Teddy Benson,294061,spotify:track:4Tsz9XsA1yOtVDR4BqiThe,https://api.spotify.com/v1/tracks/4Tsz9XsA1yOtVDR4BqiThe,0.819,0.706,11.0,-6.092,0.0,0.217,0.0188,0.0,0.192,0.745,125.031,audio_features,4Tsz9XsA1yOtVDR4BqiThe,spotify:track:4Tsz9XsA1yOtVDR4BqiThe,https://api.spotify.com/v1/tracks/4Tsz9XsA1yOtVDR4BqiThe,https://api.spotify.com/v1/audio-analysis/4Tsz9XsA1yOtVDR4BqiThe,294061.0,4.0,
174,Live a Dream Die a Legend,1904,Teddy Benson,193228,spotify:track:0aOtGe5P0yI3UH9is2TCd2,https://api.spotify.com/v1/tracks/0aOtGe5P0yI3UH9is2TCd2,0.728,0.843,5.0,-4.345,0.0,0.152,0.114,0.0,0.0924,0.434,139.939,audio_features,0aOtGe5P0yI3UH9is2TCd2,spotify:track:0aOtGe5P0yI3UH9is2TCd2,https://api.spotify.com/v1/tracks/0aOtGe5P0yI3UH9is2TCd2,https://api.spotify.com/v1/audio-analysis/0aOtGe5P0yI3UH9is2TCd2,193229.0,4.0,
175,"Aladdin, Op. 34, FS 89, CNW 17: Prologue","Nielsen: ""Aladdin""",Carl Nielsen,191360,spotify:track:1DCQxhcfvJUaXs4Y3k7Cqe,https://api.spotify.com/v1/tracks/1DCQxhcfvJUaXs4Y3k7Cqe,0.141,0.0126,3.0,-31.692,0.0,0.0393,0.861,0.749,0.345,0.0923,84.17,audio_features,1DCQxhcfvJUaXs4Y3k7Cqe,spotify:track:1DCQxhcfvJUaXs4Y3k7Cqe,https://api.spotify.com/v1/tracks/1DCQxhcfvJUaXs4Y3k7Cqe,https://api.spotify.com/v1/audio-analysis/1DCQxhcfvJUaXs4Y3k7Cqe,191360.0,4.0,
176,"Aladdin, Op. 34, FS 89, CNW 17, Act I: Flute solo",Nielsen: Aladdin,Carl Nielsen,54866,spotify:track:0HGuvwEylgjps5ZJzRpiyu,https://api.spotify.com/v1/tracks/0HGuvwEylgjps5ZJzRpiyu,0.118,0.00179,9.0,-45.174,0.0,0.0549,0.927,6.86e-05,0.101,0.455,165.071,audio_features,0HGuvwEylgjps5ZJzRpiyu,spotify:track:0HGuvwEylgjps5ZJzRpiyu,https://api.spotify.com/v1/tracks/0HGuvwEylgjps5ZJzRpiyu,https://api.spotify.com/v1/audio-analysis/0HGuvwEylgjps5ZJzRpiyu,54867.0,3.0,
177,"Aladdin, Op. 34, FS 89, CNW 17, Act I: Funeral procession","Nielsen: ""Aladdin""",Carl Nielsen,47026,spotify:track:7ft3Ss0cXJOKGd4XULrgyJ,https://api.spotify.com/v1/tracks/7ft3Ss0cXJOKGd4XULrgyJ,0.249,0.0868,10.0,-17.572,1.0,0.0455,0.996,1.79e-06,0.0946,0.239,117.938,audio_features,7ft3Ss0cXJOKGd4XULrgyJ,spotify:track:7ft3Ss0cXJOKGd4XULrgyJ,https://api.spotify.com/v1/tracks/7ft3Ss0cXJOKGd4XULrgyJ,https://api.spotify.com/v1/audio-analysis/7ft3Ss0cXJOKGd4XULrgyJ,47027.0,5.0,
178,"Aladdin, Op. 34, FS 89: Act I: Adagio - Tempo di marcia - Allegro non troppo - Andantino - Andante espressivo","Nielsen, C.: Aladdin",Carl Nielsen,295000,spotify:track:3UFuJpVLMhckAkRrFlWTAa,https://api.spotify.com/v1/tracks/3UFuJpVLMhckAkRrFlWTAa,0.0768,0.00809,0.0,-26.031,1.0,0.047,0.891,0.0231,0.118,0.0543,60.735,audio_features,3UFuJpVLMhckAkRrFlWTAa,spotify:track:3UFuJpVLMhckAkRrFlWTAa,https://api.spotify.com/v1/tracks/3UFuJpVLMhckAkRrFlWTAa,https://api.spotify.com/v1/audio-analysis/3UFuJpVLMhckAkRrFlWTAa,295000.0,3.0,
179,"Aladdin, Op. 34, FS 89, CNW 17, Act II: A beautiful square in Isfahan","Nielsen: ""Aladdin""",Carl Nielsen,183600,spotify:track:6QzptfodnaMUtwohRNZNTi,https://api.spotify.com/v1/tracks/6QzptfodnaMUtwohRNZNTi,0.292,0.197,2.0,-20.621,1.0,0.0351,0.866,0.948,0.0853,0.147,113.08,audio_features,6QzptfodnaMUtwohRNZNTi,spotify:track:6QzptfodnaMUtwohRNZNTi,https://api.spotify.com/v1/tracks/6QzptfodnaMUtwohRNZNTi,https://api.spotify.com/v1/audio-analysis/6QzptfodnaMUtwohRNZNTi,183600.0,4.0,
180,"Aladdin, Op. 34, FS 89, CNW 17, Act II: Distant festival music",Nielsen: Aladdin,Carl Nielsen,119000,spotify:track:5XszRaXqFUe1uTcAGtxQqe,https://api.spotify.com/v1/tracks/5XszRaXqFUe1uTcAGtxQqe,0.234,0.0119,5.0,-32.693,1.0,0.0431,0.862,0.879,0.249,0.0646,92.558,audio_features,5XszRaXqFUe1uTcAGtxQqe,spotify:track:5XszRaXqFUe1uTcAGtxQqe,https://api.spotify.com/v1/tracks/5XszRaXqFUe1uTcAGtxQqe,https://api.spotify.com/v1/audio-analysis/5XszRaXqFUe1uTcAGtxQqe,119000.0,4.0,
181,"Aladdin, Op. 34, FS 89, CNW 17, Act III: Genie of the Lamp",Nielsen: Aladdin,Carl Nielsen,76266,spotify:track:5LUgscVNdTy9mdqF9PXykh,https://api.spotify.com/v1/tracks/5LUgscVNdTy9mdqF9PXykh,0.304,0.0828,5.0,-26.292,1.0,0.0369,0.927,0.0159,0.353,0.0513,80.684,audio_features,5LUgscVNdTy9mdqF9PXykh,spotify:track:5LUgscVNdTy9mdqF9PXykh,https://api.spotify.com/v1/tracks/5LUgscVNdTy9mdqF9PXykh,https://api.spotify.com/v1/audio-analysis/5LUgscVNdTy9mdqF9PXykh,76267.0,4.0,
182,"Aladdin, Op. 34, FS 89, CNW 17, Act III: Genie of the Lamp",Nielsen: Aladdin,Carl Nielsen,76266,spotify:track:5LUgscVNdTy9mdqF9PXykh,https://api.spotify.com/v1/tracks/5LUgscVNdTy9mdqF9PXykh,0.304,0.0828,5.0,-26.292,1.0,0.0369,0.927,0.0159,0.353,0.0513,80.684,audio_features,5LUgscVNdTy9mdqF9PXykh,spotify:track:5LUgscVNdTy9mdqF9PXykh,https://api.spotify.com/v1/tracks/5LUgscVNdTy9mdqF9PXykh,https://api.spotify.com/v1/audio-analysis/5LUgscVNdTy9mdqF9PXykh,76267.0,4.0,
