,song_name,album_name,artist_name,duration_ms,uri,href,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,Want Your Money - Dyed Soundorom Remix,Love Someone,Wolf + Lamb,420838,spotify:track:1z4wdJwdb3pi0BXzGK4ZdG,https://api.spotify.com/v1/tracks/1z4wdJwdb3pi0BXzGK4ZdG,0.81,0.772,6,-13.581,0,0.0641,0.000152,0.909,0.11,0.579,123.003,audio_features,1z4wdJwdb3pi0BXzGK4ZdG,spotify:track:1z4wdJwdb3pi0BXzGK4ZdG,https://api.spotify.com/v1/tracks/1z4wdJwdb3pi0BXzGK4ZdG,https://api.spotify.com/v1/audio-analysis/1z4wdJwdb3pi0BXzGK4ZdG,420839,4
1,I Know You're Leaving,Love Someone,Wolf + Lamb,349428,spotify:track:0nDSnSPiSyhWO17Ci2oelA,https://api.spotify.com/v1/tracks/0nDSnSPiSyhWO17Ci2oelA,0.843,0.273,5,-12.78,1,0.0816,0.0118,0.459,0.0773,0.242,126.006,audio_features,0nDSnSPiSyhWO17Ci2oelA,spotify:track:0nDSnSPiSyhWO17Ci2oelA,https://api.spotify.com/v1/tracks/0nDSnSPiSyhWO17Ci2oelA,https://api.spotify.com/v1/audio-analysis/0nDSnSPiSyhWO17Ci2oelA,349428,4
2,Must Be Brooklynn,Brooklynn,Wolf + Lamb,358736,spotify:track:6bLK4BumNlhsNtLzEgmw4R,https://api.spotify.com/v1/tracks/6bLK4BumNlhsNtLzEgmw4R,0.8,0.195,1,-16.657,1,0.135,0.155,0.907,0.11,0.281,125.005,audio_features,6bLK4BumNlhsNtLzEgmw4R,spotify:track:6bLK4BumNlhsNtLzEgmw4R,https://api.spotify.com/v1/tracks/6bLK4BumNlhsNtLzEgmw4R,https://api.spotify.com/v1/audio-analysis/6bLK4BumNlhsNtLzEgmw4R,358737,4
3,Twilight World - Icon of Coil Remix,Asia Matrix - Non Stop Mix by DJ Taiki,Aiboforcen,186066,spotify:track:1vMZ0pDh3OeKnwbADE24uJ,https://api.spotify.com/v1/tracks/1vMZ0pDh3OeKnwbADE24uJ,0.466,0.999,7,-1.258,1,0.0949,0.00356,0.892,0.325,0.447,137.371,audio_features,1vMZ0pDh3OeKnwbADE24uJ,spotify:track:1vMZ0pDh3OeKnwbADE24uJ,https://api.spotify.com/v1/tracks/1vMZ0pDh3OeKnwbADE24uJ,https://api.spotify.com/v1/audio-analysis/1vMZ0pDh3OeKnwbADE24uJ,186067,4
4,Freezing Dreams,Sons Palliatifs,Aiboforcen,293813,spotify:track:256mADFbD6CQxHSnb3Heq5,https://api.spotify.com/v1/tracks/256mADFbD6CQxHSnb3Heq5,0.564,0.939,7,-8.76,1,0.0402,0.00531,0.882,0.298,0.619,149.99,audio_features,256mADFbD6CQxHSnb3Heq5,spotify:track:256mADFbD6CQxHSnb3Heq5,https://api.spotify.com/v1/tracks/256mADFbD6CQxHSnb3Heq5,https://api.spotify.com/v1/audio-analysis/256mADFbD6CQxHSnb3Heq5,293813,4
5,Lobotomie Matricielle - Vox Mix feat. Neikka RPM,Square Matrix 001,Aiboforcen,205346,spotify:track:6Jv0jzW6fP2cnD5LQpiAUe,https://api.spotify.com/v1/tracks/6Jv0jzW6fP2cnD5LQpiAUe,0.675,0.925,7,-8.294,1,0.0454,0.125,0.899,0.279,0.428,119.992,audio_features,6Jv0jzW6fP2cnD5LQpiAUe,spotify:track:6Jv0jzW6fP2cnD5LQpiAUe,https://api.spotify.com/v1/tracks/6Jv0jzW6fP2cnD5LQpiAUe,https://api.spotify.com/v1/audio-analysis/6Jv0jzW6fP2cnD5LQpiAUe,205347,4
6,The Shepherd's Deathline - Remix by Flesh Field,Sons Palliatifs,Aiboforcen,263466,spotify:track:0WGJ4OVQQxEBsVxK5QAp8W,https://api.spotify.com/v1/tracks/0WGJ4OVQQxEBsVxK5QAp8W,0.522,0.955,0,-9.37,1,0.0541,0.00347,0.575,0.126,0.409,132.02,audio_features,0WGJ4OVQQxEBsVxK5QAp8W,spotify:track:0WGJ4OVQQxEBsVxK5QAp8W,https://api.spotify.com/v1/tracks/0WGJ4OVQQxEBsVxK5QAp8W,https://api.spotify.com/v1/audio-analysis/0WGJ4OVQQxEBsVxK5QAp8W,263467,4
7,Plastic SOS - Fiction 8 Rmx,Sons Palliatifs (Limited Bonus Disc),Aiboforcen,244320,spotify:track:5zWL5fayTLb4mURVGI74K7,https://api.spotify.com/v1/tracks/5zWL5fayTLb4mURVGI74K7,0.528,0.786,4,-8.918,0,0.034,1.93e-05,0.249,0.106,0.26,102.973,audio_features,5zWL5fayTLb4mURVGI74K7,spotify:track:5zWL5fayTLb4mURVGI74K7,https://api.spotify.com/v1/tracks/5zWL5fayTLb4mURVGI74K7,https://api.spotify.com/v1/audio-analysis/5zWL5fayTLb4mURVGI74K7,244320,4
8,Blind Propaganda - Yendri Rmx,Sons Palliatifs (Limited Bonus Disc),Aiboforcen,341893,spotify:track:34kgTKaw3FW8ccYleTzWIc,https://api.spotify.com/v1/tracks/34kgTKaw3FW8ccYleTzWIc,0.642,0.68,2,-13.835,1,0.0387,0.122,0.81,0.0749,0.691,119.999,audio_features,34kgTKaw3FW8ccYleTzWIc,spotify:track:34kgTKaw3FW8ccYleTzWIc,https://api.spotify.com/v1/tracks/34kgTKaw3FW8ccYleTzWIc,https://api.spotify.com/v1/audio-analysis/34kgTKaw3FW8ccYleTzWIc,341893,4
9,A Strange Day - The Cure cover,Sons Palliatifs,Aiboforcen,307013,spotify:track:5dKanKGcAaNnA7k3DsT2Ae,https://api.spotify.com/v1/tracks/5dKanKGcAaNnA7k3DsT2Ae,0.637,0.998,9,-6.18,0,0.062,0.342,0.245,0.0608,0.433,120.015,audio_features,5dKanKGcAaNnA7k3DsT2Ae,spotify:track:5dKanKGcAaNnA7k3DsT2Ae,https://api.spotify.com/v1/tracks/5dKanKGcAaNnA7k3DsT2Ae,https://api.spotify.com/v1/audio-analysis/5dKanKGcAaNnA7k3DsT2Ae,307013,4
