,song_name,album_name,artist_name,duration_ms,uri,href,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,0
869,Small Paper Squares,Demented,Tristan,521840,spotify:track:5P8aYU6zSWafJQ0A5XTHIz,https://api.spotify.com/v1/tracks/5P8aYU6zSWafJQ0A5XTHIz,0.57,0.884,1.0,-8.566,1.0,0.0471,0.00742,0.878,0.332,0.147,138.986,audio_features,5P8aYU6zSWafJQ0A5XTHIz,spotify:track:5P8aYU6zSWafJQ0A5XTHIz,https://api.spotify.com/v1/tracks/5P8aYU6zSWafJQ0A5XTHIz,https://api.spotify.com/v1/audio-analysis/5P8aYU6zSWafJQ0A5XTHIz,521840.0,4.0,
870,New Kind of Woman,Mike Connelly 2,Mike Connelly,130386,spotify:track:1mN9QjZx5OftG1h9VTSm8S,https://api.spotify.com/v1/tracks/1mN9QjZx5OftG1h9VTSm8S,0.826,0.524,9.0,-18.051,1.0,0.0812,0.0702,1.41e-06,0.136,0.72,129.203,audio_features,1mN9QjZx5OftG1h9VTSm8S,spotify:track:1mN9QjZx5OftG1h9VTSm8S,https://api.spotify.com/v1/tracks/1mN9QjZx5OftG1h9VTSm8S,https://api.spotify.com/v1/audio-analysis/1mN9QjZx5OftG1h9VTSm8S,130387.0,4.0,
871,She's Back (For Another Try),Henrik Freischlader Band Live,Henrik Freischlader,854200,spotify:track:5A6lNHrL7WRg43QEze8MqZ,https://api.spotify.com/v1/tracks/5A6lNHrL7WRg43QEze8MqZ,0.417,0.232,9.0,-12.782,1.0,0.04,0.0283,0.000821,0.972,0.376,147.338,audio_features,5A6lNHrL7WRg43QEze8MqZ,spotify:track:5A6lNHrL7WRg43QEze8MqZ,https://api.spotify.com/v1/tracks/5A6lNHrL7WRg43QEze8MqZ,https://api.spotify.com/v1/audio-analysis/5A6lNHrL7WRg43QEze8MqZ,854200.0,3.0,
872,Man muß das Leben eben nehmen wie das Leben eben ist,Nur das Beste,Juliane Werding,201373,spotify:track:2NMF3nwHOxCNuvG0T8YCR7,https://api.spotify.com/v1/tracks/2NMF3nwHOxCNuvG0T8YCR7,0.713,0.631,0.0,-7.23,1.0,0.0272,0.253,0.0,0.0433,0.921,97.469,audio_features,2NMF3nwHOxCNuvG0T8YCR7,spotify:track:2NMF3nwHOxCNuvG0T8YCR7,https://api.spotify.com/v1/tracks/2NMF3nwHOxCNuvG0T8YCR7,https://api.spotify.com/v1/audio-analysis/2NMF3nwHOxCNuvG0T8YCR7,201373.0,4.0,
873,Schwarzenegger-Parodie - Live,Live - Schwerelos,Rainhard Fendrich,196066,spotify:track:0VeCNTc1sbyhYBRzLsknXq,https://api.spotify.com/v1/tracks/0VeCNTc1sbyhYBRzLsknXq,0.479,0.708,7.0,-16.068,1.0,0.933,0.721,0.0,0.945,0.262,172.902,audio_features,0VeCNTc1sbyhYBRzLsknXq,spotify:track:0VeCNTc1sbyhYBRzLsknXq,https://api.spotify.com/v1/tracks/0VeCNTc1sbyhYBRzLsknXq,https://api.spotify.com/v1/audio-analysis/0VeCNTc1sbyhYBRzLsknXq,196067.0,1.0,
874,Movin' Higher,Space Music,Dyme Def,273600,spotify:track:1uBEJZ7hfsiqVlaDOPn8Lk,https://api.spotify.com/v1/tracks/1uBEJZ7hfsiqVlaDOPn8Lk,0.763,0.801,7.0,-4.411,0.0,0.312,0.496,1.08e-05,0.25,0.501,103.987,audio_features,1uBEJZ7hfsiqVlaDOPn8Lk,spotify:track:1uBEJZ7hfsiqVlaDOPn8Lk,https://api.spotify.com/v1/tracks/1uBEJZ7hfsiqVlaDOPn8Lk,https://api.spotify.com/v1/audio-analysis/1uBEJZ7hfsiqVlaDOPn8Lk,273600.0,4.0,
875,New Earth,New Earth,Cloudsz,214285,spotify:track:2QIz8myJL3aoZISC9r8Rai,https://api.spotify.com/v1/tracks/2QIz8myJL3aoZISC9r8Rai,0.508,0.623,8.0,-5.576,1.0,0.0326,0.000776,0.152,0.157,0.039,84.022,audio_features,2QIz8myJL3aoZISC9r8Rai,spotify:track:2QIz8myJL3aoZISC9r8Rai,https://api.spotify.com/v1/tracks/2QIz8myJL3aoZISC9r8Rai,https://api.spotify.com/v1/audio-analysis/2QIz8myJL3aoZISC9r8Rai,214286.0,4.0,
876,Love Hurts - 2007 Remaster,Grievous Angel,Gram Parsons,222293,spotify:track:72DefuF22C6aPKrWhRFCBS,https://api.spotify.com/v1/tracks/72DefuF22C6aPKrWhRFCBS,0.461,0.296,7.0,-11.496,1.0,0.026,0.256,1.81e-05,0.0871,0.303,137.252,audio_features,72DefuF22C6aPKrWhRFCBS,spotify:track:72DefuF22C6aPKrWhRFCBS,https://api.spotify.com/v1/tracks/72DefuF22C6aPKrWhRFCBS,https://api.spotify.com/v1/audio-analysis/72DefuF22C6aPKrWhRFCBS,222293.0,4.0,
877,"2 Pieces from Kuolema, Op. 44: Valse triste, Op. 44, No. 1",Early One Morning,Jean Sibelius,280933,spotify:track:64G5e0MGgxoUwSSpIdLVCU,https://api.spotify.com/v1/tracks/64G5e0MGgxoUwSSpIdLVCU,0.0958,0.00381,7.0,-37.231,1.0,0.0381,0.871,0.973,0.058,0.0923,83.097,audio_features,64G5e0MGgxoUwSSpIdLVCU,spotify:track:64G5e0MGgxoUwSSpIdLVCU,https://api.spotify.com/v1/tracks/64G5e0MGgxoUwSSpIdLVCU,https://api.spotify.com/v1/audio-analysis/64G5e0MGgxoUwSSpIdLVCU,280933.0,4.0,
878,Raise a Family,Let's Talk About Leftovers,Lagwagon,94626,spotify:track:00FYQekvwTILmISEWuAuRq,https://api.spotify.com/v1/tracks/00FYQekvwTILmISEWuAuRq,0.491,0.935,4.0,-3.689,1.0,0.0779,0.00654,0.0,0.332,0.516,102.613,audio_features,00FYQekvwTILmISEWuAuRq,spotify:track:00FYQekvwTILmISEWuAuRq,https://api.spotify.com/v1/tracks/00FYQekvwTILmISEWuAuRq,https://api.spotify.com/v1/audio-analysis/00FYQekvwTILmISEWuAuRq,94627.0,4.0,
879,Secret Spell - Live In West Palm Beach 11/21/07,"Legs and Boots: West Palm Beach, FL - November 21, 2007",Tori Amos,257440,spotify:track:0DNxlPoXFUPAFi9A7Ck1NG,https://api.spotify.com/v1/tracks/0DNxlPoXFUPAFi9A7Ck1NG,0.635,0.623,11.0,-11.478,1.0,0.039,0.22,0.000588,0.774,0.717,117.058,audio_features,0DNxlPoXFUPAFi9A7Ck1NG,spotify:track:0DNxlPoXFUPAFi9A7Ck1NG,https://api.spotify.com/v1/tracks/0DNxlPoXFUPAFi9A7Ck1NG,https://api.spotify.com/v1/audio-analysis/0DNxlPoXFUPAFi9A7Ck1NG,257440.0,4.0,
880,Voy Corriendo,Sonidos Rocanrol,Los Explosivos,142599,spotify:track:7rCX1wXYDRiIR5SdFyYynr,https://api.spotify.com/v1/tracks/7rCX1wXYDRiIR5SdFyYynr,0.521,0.929,2.0,-3.483,1.0,0.036,0.0183,8.26e-05,0.382,0.763,107.359,audio_features,7rCX1wXYDRiIR5SdFyYynr,spotify:track:7rCX1wXYDRiIR5SdFyYynr,https://api.spotify.com/v1/tracks/7rCX1wXYDRiIR5SdFyYynr,https://api.spotify.com/v1/audio-analysis/7rCX1wXYDRiIR5SdFyYynr,142600.0,4.0,
881,The Man With the Golden Gun,From London With Love: The Music of James Bond,London Symphony Orchestra,155240,spotify:track:3wUzhwcQgVzEa06kyi5Jq1,https://api.spotify.com/v1/tracks/3wUzhwcQgVzEa06kyi5Jq1,0.41,0.558,11.0,-7.541,0.0,0.0319,0.666,0.719,0.336,0.273,134.354,audio_features,3wUzhwcQgVzEa06kyi5Jq1,spotify:track:3wUzhwcQgVzEa06kyi5Jq1,https://api.spotify.com/v1/tracks/3wUzhwcQgVzEa06kyi5Jq1,https://api.spotify.com/v1/audio-analysis/3wUzhwcQgVzEa06kyi5Jq1,155240.0,4.0,
882,Cold Haily Windy Night,The Essential Steeleye Span: Catch Up,Steeleye Span,280213,spotify:track:3d79yEvpQ3mAXNd515OFOD,https://api.spotify.com/v1/tracks/3d79yEvpQ3mAXNd515OFOD,0.665,0.791,11.0,-8.416,0.0,0.0286,0.451,0.000683,0.293,0.752,140.083,audio_features,3d79yEvpQ3mAXNd515OFOD,spotify:track:3d79yEvpQ3mAXNd515OFOD,https://api.spotify.com/v1/tracks/3d79yEvpQ3mAXNd515OFOD,https://api.spotify.com/v1/audio-analysis/3d79yEvpQ3mAXNd515OFOD,280213.0,4.0,
883,Meet Me at the Creek,Turmoil & Tinfoil,Billy Strings,573884,spotify:track:3OQMICEnoXIsMD4jYtOC7F,https://api.spotify.com/v1/tracks/3OQMICEnoXIsMD4jYtOC7F,0.446,0.846,11.0,-6.501,0.0,0.0304,0.167,0.8,0.113,0.775,131.267,audio_features,3OQMICEnoXIsMD4jYtOC7F,spotify:track:3OQMICEnoXIsMD4jYtOC7F,https://api.spotify.com/v1/tracks/3OQMICEnoXIsMD4jYtOC7F,https://api.spotify.com/v1/audio-analysis/3OQMICEnoXIsMD4jYtOC7F,573885.0,4.0,
884,Baciami Forte,Invitation to the Dance,The Hot Frittatas,175520,spotify:track:2MxO4hr9gGPIUOrsvJJZwA,https://api.spotify.com/v1/tracks/2MxO4hr9gGPIUOrsvJJZwA,0.487,0.413,2.0,-10.303,1.0,0.0283,0.00153,0.66,0.0815,0.546,132.975,audio_features,2MxO4hr9gGPIUOrsvJJZwA,spotify:track:2MxO4hr9gGPIUOrsvJJZwA,https://api.spotify.com/v1/tracks/2MxO4hr9gGPIUOrsvJJZwA,https://api.spotify.com/v1/audio-analysis/2MxO4hr9gGPIUOrsvJJZwA,175520.0,3.0,
885,The Seven Rejoices of Mary,Libertango,Sharon Shannon,299400,spotify:track:2UyDG3ZVnnaSF8wlXnJjwf,https://api.spotify.com/v1/tracks/2UyDG3ZVnnaSF8wlXnJjwf,0.476,0.328,9.0,-10.462,1.0,0.0372,0.425,0.0,0.106,0.639,83.225,audio_features,2UyDG3ZVnnaSF8wlXnJjwf,spotify:track:2UyDG3ZVnnaSF8wlXnJjwf,https://api.spotify.com/v1/tracks/2UyDG3ZVnnaSF8wlXnJjwf,https://api.spotify.com/v1/audio-analysis/2UyDG3ZVnnaSF8wlXnJjwf,299400.0,4.0,
886,Never Went Hollywood,Don Quillion,Lil Quill,183168,spotify:track:1gY3HhBEL567PejK99I2DZ,https://api.spotify.com/v1/tracks/1gY3HhBEL567PejK99I2DZ,0.809,0.499,0.0,-9.553,1.0,0.38,0.00708,2.79e-06,0.4,0.0708,137.063,audio_features,1gY3HhBEL567PejK99I2DZ,spotify:track:1gY3HhBEL567PejK99I2DZ,https://api.spotify.com/v1/tracks/1gY3HhBEL567PejK99I2DZ,https://api.spotify.com/v1/audio-analysis/1gY3HhBEL567PejK99I2DZ,183168.0,4.0,
887,Sultaniyegah Longa,Alla Turca,Various Artists,238866,spotify:track:5pFHPkQRl33FUcL5XzX09p,https://api.spotify.com/v1/tracks/5pFHPkQRl33FUcL5XzX09p,0.424,0.42,9.0,-11.954,0.0,0.0372,0.76,0.0108,0.0645,0.765,138.253,audio_features,5pFHPkQRl33FUcL5XzX09p,spotify:track:5pFHPkQRl33FUcL5XzX09p,https://api.spotify.com/v1/tracks/5pFHPkQRl33FUcL5XzX09p,https://api.spotify.com/v1/audio-analysis/5pFHPkQRl33FUcL5XzX09p,238867.0,4.0,
888,Concerto No.2 in g minor RV 315 :SUMMER: - Allegro : Adagio - Presto - Adagio,The Four Seasons by Vivaldi,American Baroque,112520,spotify:track:1OpGqycV7On7Txp63beiSG,https://api.spotify.com/v1/tracks/1OpGqycV7On7Txp63beiSG,0.184,0.0311,11.0,-27.0,0.0,0.0439,0.961,0.529,0.0959,0.0966,81.928,audio_features,1OpGqycV7On7Txp63beiSG,spotify:track:1OpGqycV7On7Txp63beiSG,https://api.spotify.com/v1/tracks/1OpGqycV7On7Txp63beiSG,https://api.spotify.com/v1/audio-analysis/1OpGqycV7On7Txp63beiSG,112520.0,4.0,
889,Rank Strangers,The Definitive Bluegrass Collection,The Osborne Brothers,182666,spotify:track:1lJjLxLrKMm0iDxxQMN4yy,https://api.spotify.com/v1/tracks/1lJjLxLrKMm0iDxxQMN4yy,0.336,0.371,10.0,-9.682,1.0,0.0283,0.788,0.0,0.288,0.525,157.559,audio_features,1lJjLxLrKMm0iDxxQMN4yy,spotify:track:1lJjLxLrKMm0iDxxQMN4yy,https://api.spotify.com/v1/tracks/1lJjLxLrKMm0iDxxQMN4yy,https://api.spotify.com/v1/audio-analysis/1lJjLxLrKMm0iDxxQMN4yy,182667.0,3.0,
890,Piano Concerto in F Major: II. Pastorale con variazioni,French Piano Concertos,François-Adrien Boieldieu,444000,spotify:track:7M2fleQmM0ZWxV6Fdxqbug,https://api.spotify.com/v1/tracks/7M2fleQmM0ZWxV6Fdxqbug,0.277,0.0858,5.0,-27.525,1.0,0.0443,0.98,0.937,0.0558,0.182,77.392,audio_features,7M2fleQmM0ZWxV6Fdxqbug,spotify:track:7M2fleQmM0ZWxV6Fdxqbug,https://api.spotify.com/v1/tracks/7M2fleQmM0ZWxV6Fdxqbug,https://api.spotify.com/v1/audio-analysis/7M2fleQmM0ZWxV6Fdxqbug,444000.0,4.0,
891,Pencilled Wings,Pheromone,Meerenai Shim,383680,spotify:track:2p5HvqqJ0giIldakRF683x,https://api.spotify.com/v1/tracks/2p5HvqqJ0giIldakRF683x,0.232,0.233,3.0,-13.874,1.0,0.0386,0.918,0.901,0.0697,0.0374,92.073,audio_features,2p5HvqqJ0giIldakRF683x,spotify:track:2p5HvqqJ0giIldakRF683x,https://api.spotify.com/v1/tracks/2p5HvqqJ0giIldakRF683x,https://api.spotify.com/v1/audio-analysis/2p5HvqqJ0giIldakRF683x,383680.0,4.0,
892,Pandajero - Visti & Meyland remix,Konokono Lounge (Vol. 1),Cantoma,366436,spotify:track:5Ywt7IOY8oN2dcf4sxnT19,https://api.spotify.com/v1/tracks/5Ywt7IOY8oN2dcf4sxnT19,0.688,0.92,2.0,-6.502,0.0,0.0407,0.0867,0.916,0.486,0.35,112.176,audio_features,5Ywt7IOY8oN2dcf4sxnT19,spotify:track:5Ywt7IOY8oN2dcf4sxnT19,https://api.spotify.com/v1/tracks/5Ywt7IOY8oN2dcf4sxnT19,https://api.spotify.com/v1/audio-analysis/5Ywt7IOY8oN2dcf4sxnT19,366436.0,4.0,
893,Hey Stoopid - Live At Wacken 2013,Live At Wacken 2013,Alice Cooper,269800,spotify:track:0yPMfBS0KQ6kWiYDNnE1iK,https://api.spotify.com/v1/tracks/0yPMfBS0KQ6kWiYDNnE1iK,0.382,0.919,11.0,-4.863,1.0,0.0748,0.000426,0.00015,0.928,0.33,131.707,audio_features,0yPMfBS0KQ6kWiYDNnE1iK,spotify:track:0yPMfBS0KQ6kWiYDNnE1iK,https://api.spotify.com/v1/tracks/0yPMfBS0KQ6kWiYDNnE1iK,https://api.spotify.com/v1/audio-analysis/0yPMfBS0KQ6kWiYDNnE1iK,269800.0,4.0,
894,Terminal Soulfood,Grand Central Live,Didjworks,214493,spotify:track:0bCFXywaxtODElBwqe4U4d,https://api.spotify.com/v1/tracks/0bCFXywaxtODElBwqe4U4d,0.718,0.227,0.0,-23.887,1.0,0.13,0.76,0.838,0.0939,0.192,92.264,audio_features,0bCFXywaxtODElBwqe4U4d,spotify:track:0bCFXywaxtODElBwqe4U4d,https://api.spotify.com/v1/tracks/0bCFXywaxtODElBwqe4U4d,https://api.spotify.com/v1/audio-analysis/0bCFXywaxtODElBwqe4U4d,214493.0,4.0,
895,Mellohi,Minecraft - Volume Beta,C418,98000,spotify:track:4gJWOPtNwTZOZNbAMMAK4m,https://api.spotify.com/v1/tracks/4gJWOPtNwTZOZNbAMMAK4m,0.631,0.181,7.0,-9.876,1.0,0.0309,0.983,0.956,0.14,0.165,90.651,audio_features,4gJWOPtNwTZOZNbAMMAK4m,spotify:track:4gJWOPtNwTZOZNbAMMAK4m,https://api.spotify.com/v1/tracks/4gJWOPtNwTZOZNbAMMAK4m,https://api.spotify.com/v1/audio-analysis/4gJWOPtNwTZOZNbAMMAK4m,98000.0,3.0,
896,High Like A Dog,Stash / Methods for Attaining Extreme Altitudes,Bongzilla,310973,spotify:track:5gl3GIAZYxvGKUzzdeabLE,https://api.spotify.com/v1/tracks/5gl3GIAZYxvGKUzzdeabLE,0.237,0.91,4.0,-5.87,0.0,0.046,7.84e-06,0.363,0.36,0.347,116.552,audio_features,5gl3GIAZYxvGKUzzdeabLE,spotify:track:5gl3GIAZYxvGKUzzdeabLE,https://api.spotify.com/v1/tracks/5gl3GIAZYxvGKUzzdeabLE,https://api.spotify.com/v1/audio-analysis/5gl3GIAZYxvGKUzzdeabLE,310973.0,4.0,
897,Where Is the Line - With You,Certain Beauty,Michael Wollny,187826,spotify:track:5FxhfruEuZ79yB7GCx7ilP,https://api.spotify.com/v1/tracks/5FxhfruEuZ79yB7GCx7ilP,0.41,0.052,2.0,-13.72,1.0,0.0426,0.974,0.778,0.103,0.0369,88.36,audio_features,5FxhfruEuZ79yB7GCx7ilP,spotify:track:5FxhfruEuZ79yB7GCx7ilP,https://api.spotify.com/v1/tracks/5FxhfruEuZ79yB7GCx7ilP,https://api.spotify.com/v1/audio-analysis/5FxhfruEuZ79yB7GCx7ilP,187827.0,3.0,
898,McDermott's / The Flowers of Antrim,Fortune Favours the Merry,Peter Horan,248080,spotify:track:2qrlIAxgQCsihnPbrKNFma,https://api.spotify.com/v1/tracks/2qrlIAxgQCsihnPbrKNFma,0.49,0.303,2.0,-10.256,1.0,0.0581,0.993,0.000124,0.166,0.973,95.8,audio_features,2qrlIAxgQCsihnPbrKNFma,spotify:track:2qrlIAxgQCsihnPbrKNFma,https://api.spotify.com/v1/tracks/2qrlIAxgQCsihnPbrKNFma,https://api.spotify.com/v1/audio-analysis/2qrlIAxgQCsihnPbrKNFma,248080.0,4.0,
899,Everywhere But Here,What's Left Of Me,Nick Lachey,208146,spotify:track:1vIqa5pk4CGILyRTVQW2FP,https://api.spotify.com/v1/tracks/1vIqa5pk4CGILyRTVQW2FP,0.411,0.866,2.0,-4.279,1.0,0.0412,0.000744,0.0,0.0804,0.342,167.927,audio_features,1vIqa5pk4CGILyRTVQW2FP,spotify:track:1vIqa5pk4CGILyRTVQW2FP,https://api.spotify.com/v1/tracks/1vIqa5pk4CGILyRTVQW2FP,https://api.spotify.com/v1/audio-analysis/1vIqa5pk4CGILyRTVQW2FP,208147.0,4.0,
900,"Jephta und seine Tochter, Pt. 2: No. 31, So spricht der Herr",Reinthaler: Jephta und seine Tochter,Karl Martin Reinthaler,61000,spotify:track:5d0c6xeucj19UZ15KFc69Y,https://api.spotify.com/v1/tracks/5d0c6xeucj19UZ15KFc69Y,0.313,0.0466,0.0,-26.818,0.0,0.0489,0.938,4.47e-05,0.125,0.0422,87.118,audio_features,5d0c6xeucj19UZ15KFc69Y,spotify:track:5d0c6xeucj19UZ15KFc69Y,https://api.spotify.com/v1/tracks/5d0c6xeucj19UZ15KFc69Y,https://api.spotify.com/v1/audio-analysis/5d0c6xeucj19UZ15KFc69Y,61000.0,4.0,
901,Vinyl Is Forever (feat. El da Sensei & Shabaam Sahdeeq),Modern Vintage,John Robinson,212469,spotify:track:1cC4gR9sNX4byzD7LhlmXh,https://api.spotify.com/v1/tracks/1cC4gR9sNX4byzD7LhlmXh,0.594,0.9,7.0,-7.415,1.0,0.275,0.661,0.0,0.279,0.907,163.803,audio_features,1cC4gR9sNX4byzD7LhlmXh,spotify:track:1cC4gR9sNX4byzD7LhlmXh,https://api.spotify.com/v1/tracks/1cC4gR9sNX4byzD7LhlmXh,https://api.spotify.com/v1/audio-analysis/1cC4gR9sNX4byzD7LhlmXh,212470.0,4.0,
902,"Mazurkas, Op. 24: Mazurka No. 15 in C Major",Chopin: Mazurkas (Selections),Frédéric Chopin,134000,spotify:track:1vq9zJHOcZeOUGNXPV8524,https://api.spotify.com/v1/tracks/1vq9zJHOcZeOUGNXPV8524,0.409,0.156,0.0,-19.375,1.0,0.0417,0.992,0.928,0.121,0.247,137.045,audio_features,1vq9zJHOcZeOUGNXPV8524,spotify:track:1vq9zJHOcZeOUGNXPV8524,https://api.spotify.com/v1/tracks/1vq9zJHOcZeOUGNXPV8524,https://api.spotify.com/v1/audio-analysis/1vq9zJHOcZeOUGNXPV8524,134000.0,5.0,
903,A Thang For You,Take A Dip,A Few Good Men,293773,spotify:track:5DDaYrTCJGKZQJl7wbJSA7,https://api.spotify.com/v1/tracks/5DDaYrTCJGKZQJl7wbJSA7,0.682,0.604,4.0,-5.899,0.0,0.0438,0.105,0.0,0.0714,0.813,80.899,audio_features,5DDaYrTCJGKZQJl7wbJSA7,spotify:track:5DDaYrTCJGKZQJl7wbJSA7,https://api.spotify.com/v1/tracks/5DDaYrTCJGKZQJl7wbJSA7,https://api.spotify.com/v1/audio-analysis/5DDaYrTCJGKZQJl7wbJSA7,293773.0,4.0,
904,Perdoname (Mariachi Mix) (feat. Pepe Aguilar),Llenos de Historias,La Beriso,243948,spotify:track:4ybhQwhEJZNt4Drk82t3IA,https://api.spotify.com/v1/tracks/4ybhQwhEJZNt4Drk82t3IA,0.446,0.561,5.0,-5.233,1.0,0.0278,0.107,0.0,0.21,0.457,144.917,audio_features,4ybhQwhEJZNt4Drk82t3IA,spotify:track:4ybhQwhEJZNt4Drk82t3IA,https://api.spotify.com/v1/tracks/4ybhQwhEJZNt4Drk82t3IA,https://api.spotify.com/v1/audio-analysis/4ybhQwhEJZNt4Drk82t3IA,243949.0,3.0,
905,Tombé pour la France - Fischerspooner's Remix,Deluxe Rarities Selection,Étienne Daho,228160,spotify:track:5rCbZ6xWeqtfjFPA1hG8cG,https://api.spotify.com/v1/tracks/5rCbZ6xWeqtfjFPA1hG8cG,0.671,0.632,2.0,-5.29,1.0,0.0357,0.000739,0.121,0.182,0.902,128.08,audio_features,5rCbZ6xWeqtfjFPA1hG8cG,spotify:track:5rCbZ6xWeqtfjFPA1hG8cG,https://api.spotify.com/v1/tracks/5rCbZ6xWeqtfjFPA1hG8cG,https://api.spotify.com/v1/audio-analysis/5rCbZ6xWeqtfjFPA1hG8cG,228160.0,4.0,
906,"Elektra, Op. 58, TrV 223: Orest, Orest! - Es ruhrt sich niemand - Nein, du sollst mich nicht umarmen!","Beethoven, Wagner & Strauss: Opera Arias (Live)",Richard Strauss,583986,spotify:track:2CHggUGD6EmPmjpiQl6Bpy,https://api.spotify.com/v1/tracks/2CHggUGD6EmPmjpiQl6Bpy,0.172,0.325,8.0,-12.524,1.0,0.04,0.987,0.086,0.352,0.0388,90.623,audio_features,2CHggUGD6EmPmjpiQl6Bpy,spotify:track:2CHggUGD6EmPmjpiQl6Bpy,https://api.spotify.com/v1/tracks/2CHggUGD6EmPmjpiQl6Bpy,https://api.spotify.com/v1/audio-analysis/2CHggUGD6EmPmjpiQl6Bpy,583987.0,3.0,
907,Pharaoh's Dream,Ponder Yonder,Indecision,369200,spotify:track:2AAKnsHCsJ65NGhCcXavRt,https://api.spotify.com/v1/tracks/2AAKnsHCsJ65NGhCcXavRt,0.756,0.343,6.0,-19.183,0.0,0.0452,0.118,0.102,0.0856,0.635,118.923,audio_features,2AAKnsHCsJ65NGhCcXavRt,spotify:track:2AAKnsHCsJ65NGhCcXavRt,https://api.spotify.com/v1/tracks/2AAKnsHCsJ65NGhCcXavRt,https://api.spotify.com/v1/audio-analysis/2AAKnsHCsJ65NGhCcXavRt,369200.0,4.0,
908,"Vocalise-Etude in La Lent, Avec charme: (Messiaen)",Trombonastics,Joseph Alessi,219040,spotify:track:1D6ehZtNFc2wR61QS7Q8ch,https://api.spotify.com/v1/tracks/1D6ehZtNFc2wR61QS7Q8ch,0.211,0.0075,9.0,-30.945,1.0,0.0451,0.99,0.907,0.102,0.0639,68.986,audio_features,1D6ehZtNFc2wR61QS7Q8ch,spotify:track:1D6ehZtNFc2wR61QS7Q8ch,https://api.spotify.com/v1/tracks/1D6ehZtNFc2wR61QS7Q8ch,https://api.spotify.com/v1/audio-analysis/1D6ehZtNFc2wR61QS7Q8ch,219040.0,5.0,
909,Ivory Pillars,The Golden Hour (Soundtrack),14KT,104481,spotify:track:1Mh3uoMOjd1FUAPebO8L2M,https://api.spotify.com/v1/tracks/1Mh3uoMOjd1FUAPebO8L2M,0.616,0.863,1.0,-4.217,1.0,0.222,0.000981,0.87,0.126,0.488,98.995,audio_features,1Mh3uoMOjd1FUAPebO8L2M,spotify:track:1Mh3uoMOjd1FUAPebO8L2M,https://api.spotify.com/v1/tracks/1Mh3uoMOjd1FUAPebO8L2M,https://api.spotify.com/v1/audio-analysis/1Mh3uoMOjd1FUAPebO8L2M,104481.0,4.0,
910,Shamrock Shore,Songlines,Karan Casey,322560,spotify:track:0mwSiR47uhqEQ8ex31Pgj1,https://api.spotify.com/v1/tracks/0mwSiR47uhqEQ8ex31Pgj1,0.438,0.128,11.0,-12.23,1.0,0.0391,0.936,0.0,0.144,0.285,136.451,audio_features,0mwSiR47uhqEQ8ex31Pgj1,spotify:track:0mwSiR47uhqEQ8ex31Pgj1,https://api.spotify.com/v1/tracks/0mwSiR47uhqEQ8ex31Pgj1,https://api.spotify.com/v1/audio-analysis/0mwSiR47uhqEQ8ex31Pgj1,322560.0,5.0,
911,Coração Vulgar/Momento De Franqueza/O Velorio Do Heitor - Ao Vivo,Paulinho Da Viola (Ao Vivo),Paulinho Da Viola,349400,spotify:track:6SdZV7NIEKebxpzg6VGuXo,https://api.spotify.com/v1/tracks/6SdZV7NIEKebxpzg6VGuXo,0.469,0.751,7.0,-12.201,1.0,0.0741,0.442,4e-05,0.736,0.7,96.445,audio_features,6SdZV7NIEKebxpzg6VGuXo,spotify:track:6SdZV7NIEKebxpzg6VGuXo,https://api.spotify.com/v1/tracks/6SdZV7NIEKebxpzg6VGuXo,https://api.spotify.com/v1/audio-analysis/6SdZV7NIEKebxpzg6VGuXo,349400.0,4.0,
912,Miracle Song,Anyone Can Whistle (Original Broadway Cast Recording),Angela Lansbury,267626,spotify:track:2EzJ9a2zMN0HO7PiblcO6C,https://api.spotify.com/v1/tracks/2EzJ9a2zMN0HO7PiblcO6C,0.474,0.634,2.0,-8.401,1.0,0.121,0.77,0.0,0.763,0.575,104.041,audio_features,2EzJ9a2zMN0HO7PiblcO6C,spotify:track:2EzJ9a2zMN0HO7PiblcO6C,https://api.spotify.com/v1/tracks/2EzJ9a2zMN0HO7PiblcO6C,https://api.spotify.com/v1/audio-analysis/2EzJ9a2zMN0HO7PiblcO6C,267627.0,4.0,
913,JRDA 1970,Soundiata,Keletigui Et Ses Tambourinis,302413,spotify:track:56XSQ2gLVErgOn76spmCXd,https://api.spotify.com/v1/tracks/56XSQ2gLVErgOn76spmCXd,0.405,0.628,0.0,-9.388,1.0,0.0425,0.937,0.754,0.431,0.797,108.229,audio_features,56XSQ2gLVErgOn76spmCXd,spotify:track:56XSQ2gLVErgOn76spmCXd,https://api.spotify.com/v1/tracks/56XSQ2gLVErgOn76spmCXd,https://api.spotify.com/v1/audio-analysis/56XSQ2gLVErgOn76spmCXd,302413.0,4.0,
