,song_name,album_name,artist_name,duration_ms,uri,href,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,0
10,Time Stops - Remastered,"How Strange, Innocence (Anniversary Edition)",Explosions In The Sky,595440,spotify:track:3O1cR3mg3sGpVDeTgeAxt7,https://api.spotify.com/v1/tracks/3O1cR3mg3sGpVDeTgeAxt7,0.261,0.702,11.0,-8.962,0.0,0.0421,0.517,0.896,0.0459,0.264,135.516,audio_features,3O1cR3mg3sGpVDeTgeAxt7,spotify:track:3O1cR3mg3sGpVDeTgeAxt7,https://api.spotify.com/v1/tracks/3O1cR3mg3sGpVDeTgeAxt7,https://api.spotify.com/v1/audio-analysis/3O1cR3mg3sGpVDeTgeAxt7,595440.0,4.0,
11,Remember Me As A Time Of Day - Remastered,"How Strange, Innocence (Anniversary Edition)",Explosions In The Sky,318451,spotify:track:2amU5NurOh7TwVLeW52f9I,https://api.spotify.com/v1/tracks/2amU5NurOh7TwVLeW52f9I,0.661,0.236,2.0,-19.009,1.0,0.04,0.917,0.936,0.112,0.164,121.059,audio_features,2amU5NurOh7TwVLeW52f9I,spotify:track:2amU5NurOh7TwVLeW52f9I,https://api.spotify.com/v1/tracks/2amU5NurOh7TwVLeW52f9I,https://api.spotify.com/v1/audio-analysis/2amU5NurOh7TwVLeW52f9I,318451.0,4.0,
12,As Tears Fall,Transmissions from the Sea of Tranquility,The Samples,364773,spotify:track:3ta0ZdJaCXkato7CExHwKR,https://api.spotify.com/v1/tracks/3ta0ZdJaCXkato7CExHwKR,0.483,0.822,11.0,-8.069,0.0,0.0507,0.13,0.0302,0.0937,0.395,110.193,audio_features,3ta0ZdJaCXkato7CExHwKR,spotify:track:3ta0ZdJaCXkato7CExHwKR,https://api.spotify.com/v1/tracks/3ta0ZdJaCXkato7CExHwKR,https://api.spotify.com/v1/audio-analysis/3ta0ZdJaCXkato7CExHwKR,364773.0,4.0,
13,Seasons in the City,Autopilot,The Samples,265226,spotify:track:080Ty6mbYsJxIFhDBw1SEe,https://api.spotify.com/v1/tracks/080Ty6mbYsJxIFhDBw1SEe,0.689,0.555,8.0,-10.551,1.0,0.0369,0.0178,0.00193,0.14,0.765,107.952,audio_features,080Ty6mbYsJxIFhDBw1SEe,spotify:track:080Ty6mbYsJxIFhDBw1SEe,https://api.spotify.com/v1/tracks/080Ty6mbYsJxIFhDBw1SEe,https://api.spotify.com/v1/audio-analysis/080Ty6mbYsJxIFhDBw1SEe,265227.0,4.0,
14,Finest Role,Autopilot,The Samples,249640,spotify:track:2jJlhcWWv1DuuO5Z7sNeEG,https://api.spotify.com/v1/tracks/2jJlhcWWv1DuuO5Z7sNeEG,0.519,0.859,2.0,-8.588,1.0,0.0312,0.00139,2.45e-06,0.373,0.806,98.997,audio_features,2jJlhcWWv1DuuO5Z7sNeEG,spotify:track:2jJlhcWWv1DuuO5Z7sNeEG,https://api.spotify.com/v1/tracks/2jJlhcWWv1DuuO5Z7sNeEG,https://api.spotify.com/v1/audio-analysis/2jJlhcWWv1DuuO5Z7sNeEG,249640.0,4.0,
15,Dinosaur Bones,Autopilot,The Samples,220106,spotify:track:68RLtlIzpWZHiOWxoHW4XK,https://api.spotify.com/v1/tracks/68RLtlIzpWZHiOWxoHW4XK,0.671,0.675,5.0,-10.72,0.0,0.0261,0.137,0.0312,0.145,0.797,122.244,audio_features,68RLtlIzpWZHiOWxoHW4XK,spotify:track:68RLtlIzpWZHiOWxoHW4XK,https://api.spotify.com/v1/tracks/68RLtlIzpWZHiOWxoHW4XK,https://api.spotify.com/v1/audio-analysis/68RLtlIzpWZHiOWxoHW4XK,220107.0,4.0,
16,Buffalo Herds and Windmills,Seventeen,The Samples,279066,spotify:track:5W9vdaYXgpsn7Bc5XEL72O,https://api.spotify.com/v1/tracks/5W9vdaYXgpsn7Bc5XEL72O,0.403,0.527,9.0,-10.597,1.0,0.0334,0.703,1.25e-05,0.814,0.378,139.208,audio_features,5W9vdaYXgpsn7Bc5XEL72O,spotify:track:5W9vdaYXgpsn7Bc5XEL72O,https://api.spotify.com/v1/tracks/5W9vdaYXgpsn7Bc5XEL72O,https://api.spotify.com/v1/audio-analysis/5W9vdaYXgpsn7Bc5XEL72O,279067.0,4.0,
17,Hear Us Calling,Inhabit Our Praises,Dawson Cowals,223840,spotify:track:0qdDMx2fd6FxgujmMuUB4e,https://api.spotify.com/v1/tracks/0qdDMx2fd6FxgujmMuUB4e,0.757,0.555,4.0,-9.065,1.0,0.0267,0.372,3.52e-05,0.12,0.735,114.027,audio_features,0qdDMx2fd6FxgujmMuUB4e,spotify:track:0qdDMx2fd6FxgujmMuUB4e,https://api.spotify.com/v1/tracks/0qdDMx2fd6FxgujmMuUB4e,https://api.spotify.com/v1/audio-analysis/0qdDMx2fd6FxgujmMuUB4e,223840.0,4.0,
18,Inhabit Our Praises,Inhabit Our Praises,Dawson Cowals,163986,spotify:track:5nk9q5vhQo0O5lNLCAD3Sf,https://api.spotify.com/v1/tracks/5nk9q5vhQo0O5lNLCAD3Sf,0.747,0.515,11.0,-10.696,1.0,0.0455,0.0434,0.00121,0.14,0.747,131.991,audio_features,5nk9q5vhQo0O5lNLCAD3Sf,spotify:track:5nk9q5vhQo0O5lNLCAD3Sf,https://api.spotify.com/v1/tracks/5nk9q5vhQo0O5lNLCAD3Sf,https://api.spotify.com/v1/audio-analysis/5nk9q5vhQo0O5lNLCAD3Sf,163987.0,4.0,
19,Blameless Heart,Inhabit Our Praises,Dawson Cowals,336960,spotify:track:7wC8CE7oClUCRwuspzpf9C,https://api.spotify.com/v1/tracks/7wC8CE7oClUCRwuspzpf9C,0.482,0.311,0.0,-12.805,1.0,0.0315,0.287,1.51e-05,0.0822,0.337,106.479,audio_features,7wC8CE7oClUCRwuspzpf9C,spotify:track:7wC8CE7oClUCRwuspzpf9C,https://api.spotify.com/v1/tracks/7wC8CE7oClUCRwuspzpf9C,https://api.spotify.com/v1/audio-analysis/7wC8CE7oClUCRwuspzpf9C,336960.0,5.0,
20,Drops Me Down,Hello Lisa,Lisa Loeb,180626,spotify:track:2bbIDh0bJ84UzNQ6epvmul,https://api.spotify.com/v1/tracks/2bbIDh0bJ84UzNQ6epvmul,0.619,0.298,4.0,-9.501,0.0,0.03,0.649,0.000375,0.105,0.187,70.474,audio_features,2bbIDh0bJ84UzNQ6epvmul,spotify:track:2bbIDh0bJ84UzNQ6epvmul,https://api.spotify.com/v1/tracks/2bbIDh0bJ84UzNQ6epvmul,https://api.spotify.com/v1/audio-analysis/2bbIDh0bJ84UzNQ6epvmul,180627.0,4.0,
21,The Way It Really Is,Hello Lisa,Lisa Loeb,238773,spotify:track:1y7f3ua1BA574Je3Mxtx2W,https://api.spotify.com/v1/tracks/1y7f3ua1BA574Je3Mxtx2W,0.637,0.531,4.0,-6.84,0.0,0.0346,0.176,7.21e-06,0.217,0.419,99.977,audio_features,1y7f3ua1BA574Je3Mxtx2W,spotify:track:1y7f3ua1BA574Je3Mxtx2W,https://api.spotify.com/v1/tracks/1y7f3ua1BA574Je3Mxtx2W,https://api.spotify.com/v1/audio-analysis/1y7f3ua1BA574Je3Mxtx2W,238773.0,4.0,
22,What Am I Supposed To Say (Acoustic),Hello Lisa,Lisa Loeb,208733,spotify:track:1LG3v12REo3hszBDnbhtIi,https://api.spotify.com/v1/tracks/1LG3v12REo3hszBDnbhtIi,0.648,0.31,7.0,-8.412,1.0,0.0332,0.752,0.0,0.0828,0.45,127.174,audio_features,1LG3v12REo3hszBDnbhtIi,spotify:track:1LG3v12REo3hszBDnbhtIi,https://api.spotify.com/v1/tracks/1LG3v12REo3hszBDnbhtIi,https://api.spotify.com/v1/audio-analysis/1LG3v12REo3hszBDnbhtIi,208733.0,4.0,
23,Someone You Should Know,Hello Lisa,Lisa Loeb,202840,spotify:track:4sCKWkzjb48Guc2o2HiwpW,https://api.spotify.com/v1/tracks/4sCKWkzjb48Guc2o2HiwpW,0.57,0.74,0.0,-5.265,1.0,0.0372,0.0309,0.0,0.345,0.462,95.996,audio_features,4sCKWkzjb48Guc2o2HiwpW,spotify:track:4sCKWkzjb48Guc2o2HiwpW,https://api.spotify.com/v1/tracks/4sCKWkzjb48Guc2o2HiwpW,https://api.spotify.com/v1/audio-analysis/4sCKWkzjb48Guc2o2HiwpW,202840.0,4.0,
24,What Am I Supposed To Say (Acoustic),Hello Lisa,Lisa Loeb,208733,spotify:track:1LG3v12REo3hszBDnbhtIi,https://api.spotify.com/v1/tracks/1LG3v12REo3hszBDnbhtIi,0.648,0.31,7.0,-8.412,1.0,0.0332,0.752,0.0,0.0828,0.45,127.174,audio_features,1LG3v12REo3hszBDnbhtIi,spotify:track:1LG3v12REo3hszBDnbhtIi,https://api.spotify.com/v1/tracks/1LG3v12REo3hszBDnbhtIi,https://api.spotify.com/v1/audio-analysis/1LG3v12REo3hszBDnbhtIi,208733.0,4.0,
25,Favorite Uncle,Dilate,Bardo Pond,358133,spotify:track:4Wol7dzHEpoPXvNZpnaeQe,https://api.spotify.com/v1/tracks/4Wol7dzHEpoPXvNZpnaeQe,0.439,0.145,2.0,-18.768,1.0,0.0279,0.611,0.253,0.114,0.112,77.962,audio_features,4Wol7dzHEpoPXvNZpnaeQe,spotify:track:4Wol7dzHEpoPXvNZpnaeQe,https://api.spotify.com/v1/tracks/4Wol7dzHEpoPXvNZpnaeQe,https://api.spotify.com/v1/audio-analysis/4Wol7dzHEpoPXvNZpnaeQe,358133.0,4.0,
26,Despite The Roar,Dilate,Bardo Pond,427573,spotify:track:1jqIeuEFNQwku1o3oH7WQG,https://api.spotify.com/v1/tracks/1jqIeuEFNQwku1o3oH7WQG,0.449,0.175,4.0,-15.499,1.0,0.0555,0.81,0.495,0.121,0.148,127.415,audio_features,1jqIeuEFNQwku1o3oH7WQG,spotify:track:1jqIeuEFNQwku1o3oH7WQG,https://api.spotify.com/v1/tracks/1jqIeuEFNQwku1o3oH7WQG,https://api.spotify.com/v1/audio-analysis/1jqIeuEFNQwku1o3oH7WQG,427573.0,4.0,
27,Party at Ground Zero,Live In Bordeaux,Fishbone,527320,spotify:track:3M6qEDhiNxEzoDeEoutt6I,https://api.spotify.com/v1/tracks/3M6qEDhiNxEzoDeEoutt6I,0.503,0.89,1.0,-6.541,1.0,0.0884,0.00759,3.44e-05,0.931,0.61,106.2,audio_features,3M6qEDhiNxEzoDeEoutt6I,spotify:track:3M6qEDhiNxEzoDeEoutt6I,https://api.spotify.com/v1/tracks/3M6qEDhiNxEzoDeEoutt6I,https://api.spotify.com/v1/audio-analysis/3M6qEDhiNxEzoDeEoutt6I,527320.0,4.0,
28,Lyin' Ass Bitch,Ska Down Her Way: Women Of Ska,Fishbone,255666,spotify:track:2voqWts7Stgp8pgPE2erwW,https://api.spotify.com/v1/tracks/2voqWts7Stgp8pgPE2erwW,0.509,0.845,10.0,-7.63,1.0,0.174,0.00386,1.16e-05,0.243,0.918,183.298,audio_features,2voqWts7Stgp8pgPE2erwW,spotify:track:2voqWts7Stgp8pgPE2erwW,https://api.spotify.com/v1/tracks/2voqWts7Stgp8pgPE2erwW,https://api.spotify.com/v1/audio-analysis/2voqWts7Stgp8pgPE2erwW,255667.0,4.0,
29,When Problems Arise,The Essential Fishbone,Fishbone,234800,spotify:track:57hchAQ8r2QAaaQAjlkFX4,https://api.spotify.com/v1/tracks/57hchAQ8r2QAaaQAjlkFX4,0.611,0.936,9.0,-2.658,1.0,0.0581,0.00466,0.112,0.0774,0.549,117.153,audio_features,57hchAQ8r2QAaaQAjlkFX4,spotify:track:57hchAQ8r2QAaaQAjlkFX4,https://api.spotify.com/v1/tracks/57hchAQ8r2QAaaQAjlkFX4,https://api.spotify.com/v1/audio-analysis/57hchAQ8r2QAaaQAjlkFX4,234800.0,4.0,
30,Cholly,The Essential Fishbone,Fishbone,168293,spotify:track:0UEQCwfGWq1ZmXPSvJzKfi,https://api.spotify.com/v1/tracks/0UEQCwfGWq1ZmXPSvJzKfi,0.674,0.73,9.0,-4.007,1.0,0.0861,0.0115,0.00351,0.0666,0.944,91.148,audio_features,0UEQCwfGWq1ZmXPSvJzKfi,spotify:track:0UEQCwfGWq1ZmXPSvJzKfi,https://api.spotify.com/v1/tracks/0UEQCwfGWq1ZmXPSvJzKfi,https://api.spotify.com/v1/audio-analysis/0UEQCwfGWq1ZmXPSvJzKfi,168293.0,4.0,
31,It's a Wonderful Life (Gonna Have a Good Time),Fishbone 101--Nuttasaurusmeg Fossil Fuelin' The Fonkay,Fishbone,183000,spotify:track:1kyxsyZvX5rO3CYaWhMj6H,https://api.spotify.com/v1/tracks/1kyxsyZvX5rO3CYaWhMj6H,0.598,0.99,2.0,-3.849,1.0,0.0581,0.0237,1.66e-06,0.195,0.744,100.387,audio_features,1kyxsyZvX5rO3CYaWhMj6H,spotify:track:1kyxsyZvX5rO3CYaWhMj6H,https://api.spotify.com/v1/tracks/1kyxsyZvX5rO3CYaWhMj6H,https://api.spotify.com/v1/audio-analysis/1kyxsyZvX5rO3CYaWhMj6H,183000.0,4.0,
32,Freddie's Dead,Truth And Soul,Fishbone,269400,spotify:track:7CPK7pEiYV8O2RPNkES4Kt,https://api.spotify.com/v1/tracks/7CPK7pEiYV8O2RPNkES4Kt,0.571,0.909,1.0,-5.63,0.0,0.0818,0.0231,0.0,0.359,0.813,99.734,audio_features,7CPK7pEiYV8O2RPNkES4Kt,spotify:track:7CPK7pEiYV8O2RPNkES4Kt,https://api.spotify.com/v1/tracks/7CPK7pEiYV8O2RPNkES4Kt,https://api.spotify.com/v1/audio-analysis/7CPK7pEiYV8O2RPNkES4Kt,269400.0,4.0,
33,Bonin' in the Boneyard,The Essential Fishbone,Fishbone,284426,spotify:track:7fyfiFrUkURpbD72FwwV2T,https://api.spotify.com/v1/tracks/7fyfiFrUkURpbD72FwwV2T,0.683,0.984,1.0,-2.663,1.0,0.18,0.0231,0.48,0.367,0.384,130.347,audio_features,7fyfiFrUkURpbD72FwwV2T,spotify:track:7fyfiFrUkURpbD72FwwV2T,https://api.spotify.com/v1/tracks/7fyfiFrUkURpbD72FwwV2T,https://api.spotify.com/v1/audio-analysis/7fyfiFrUkURpbD72FwwV2T,284427.0,4.0,
34,Fight the Youth - Single Verson,The Essential Fishbone,Fishbone,240693,spotify:track:0eQsHy0gflKKZ9W8v36Dn4,https://api.spotify.com/v1/tracks/0eQsHy0gflKKZ9W8v36Dn4,0.574,0.988,5.0,-2.73,1.0,0.113,0.00463,7.17e-06,0.334,0.515,107.803,audio_features,0eQsHy0gflKKZ9W8v36Dn4,spotify:track:0eQsHy0gflKKZ9W8v36Dn4,https://api.spotify.com/v1/tracks/0eQsHy0gflKKZ9W8v36Dn4,https://api.spotify.com/v1/audio-analysis/0eQsHy0gflKKZ9W8v36Dn4,240693.0,4.0,
35,Sunless Saturday,The Essential Fishbone,Fishbone,257066,spotify:track:4YrJ1WoxjrwzIY5i5HPbnA,https://api.spotify.com/v1/tracks/4YrJ1WoxjrwzIY5i5HPbnA,0.436,0.98,7.0,-3.371,1.0,0.194,6.95e-05,0.048,0.3,0.348,144.028,audio_features,4YrJ1WoxjrwzIY5i5HPbnA,spotify:track:4YrJ1WoxjrwzIY5i5HPbnA,https://api.spotify.com/v1/tracks/4YrJ1WoxjrwzIY5i5HPbnA,https://api.spotify.com/v1/audio-analysis/4YrJ1WoxjrwzIY5i5HPbnA,257067.0,4.0,
36,Everyday Sunshine - Single Version,Fishbone 101--Nuttasaurusmeg Fossil Fuelin' The Fonkay,Fishbone,237293,spotify:track:0cbyy0ZFKuAwkQ5X104l8X,https://api.spotify.com/v1/tracks/0cbyy0ZFKuAwkQ5X104l8X,0.353,0.995,11.0,-1.441,1.0,0.161,0.0206,0.00035,0.398,0.358,110.774,audio_features,0cbyy0ZFKuAwkQ5X104l8X,spotify:track:0cbyy0ZFKuAwkQ5X104l8X,https://api.spotify.com/v1/tracks/0cbyy0ZFKuAwkQ5X104l8X,https://api.spotify.com/v1/audio-analysis/0cbyy0ZFKuAwkQ5X104l8X,237293.0,4.0,
37,Lemon Meringue,Fishbone 101--Nuttasaurusmeg Fossil Fuelin' The Fonkay,Fishbone,370240,spotify:track:7tFrW31s4A2yOO8UMutfqj,https://api.spotify.com/v1/tracks/7tFrW31s4A2yOO8UMutfqj,0.425,0.962,11.0,-3.068,0.0,0.126,0.138,2.41e-06,0.0697,0.636,175.066,audio_features,7tFrW31s4A2yOO8UMutfqj,spotify:track:7tFrW31s4A2yOO8UMutfqj,https://api.spotify.com/v1/tracks/7tFrW31s4A2yOO8UMutfqj,https://api.spotify.com/v1/audio-analysis/7tFrW31s4A2yOO8UMutfqj,370240.0,4.0,
38,Black Flowers - Single Version,The Essential Fishbone,Fishbone,273666,spotify:track:6n6hVtDrIkLx6wbgWa3BBv,https://api.spotify.com/v1/tracks/6n6hVtDrIkLx6wbgWa3BBv,0.409,0.797,5.0,-6.137,0.0,0.0509,0.0054,0.00033,0.606,0.219,137.938,audio_features,6n6hVtDrIkLx6wbgWa3BBv,spotify:track:6n6hVtDrIkLx6wbgWa3BBv,https://api.spotify.com/v1/tracks/6n6hVtDrIkLx6wbgWa3BBv,https://api.spotify.com/v1/audio-analysis/6n6hVtDrIkLx6wbgWa3BBv,273667.0,4.0,
39,Unyielding Conditioning - Single Version,The Essential Fishbone,Fishbone,239000,spotify:track:4ZV9tAtRKE0Ze9TMj9Kkha,https://api.spotify.com/v1/tracks/4ZV9tAtRKE0Ze9TMj9Kkha,0.685,0.839,11.0,-4.959,0.0,0.0318,0.0211,1.13e-05,0.0749,0.965,138.936,audio_features,4ZV9tAtRKE0Ze9TMj9Kkha,spotify:track:4ZV9tAtRKE0Ze9TMj9Kkha,https://api.spotify.com/v1/tracks/4ZV9tAtRKE0Ze9TMj9Kkha,https://api.spotify.com/v1/audio-analysis/4ZV9tAtRKE0Ze9TMj9Kkha,239000.0,4.0,
40,Skankin' to the Beat,The Essential Fishbone,Fishbone,171533,spotify:track:07tmLCBOAKsQgsgSkLLIi9,https://api.spotify.com/v1/tracks/07tmLCBOAKsQgsgSkLLIi9,0.793,0.903,7.0,-4.893,1.0,0.0551,0.0949,0.000256,0.0594,0.899,95.957,audio_features,07tmLCBOAKsQgsgSkLLIi9,spotify:track:07tmLCBOAKsQgsgSkLLIi9,https://api.spotify.com/v1/tracks/07tmLCBOAKsQgsgSkLLIi9,https://api.spotify.com/v1/audio-analysis/07tmLCBOAKsQgsgSkLLIi9,171533.0,4.0,
41,Lyin' Ass Bitch,Ska Down Her Way: Women Of Ska,Fishbone,255666,spotify:track:2voqWts7Stgp8pgPE2erwW,https://api.spotify.com/v1/tracks/2voqWts7Stgp8pgPE2erwW,0.509,0.845,10.0,-7.63,1.0,0.174,0.00386,1.16e-05,0.243,0.918,183.298,audio_features,2voqWts7Stgp8pgPE2erwW,spotify:track:2voqWts7Stgp8pgPE2erwW,https://api.spotify.com/v1/tracks/2voqWts7Stgp8pgPE2erwW,https://api.spotify.com/v1/audio-analysis/2voqWts7Stgp8pgPE2erwW,255667.0,4.0,
42,Fishbone (Is Red Hot),The Essential Fishbone,Fishbone,169533,spotify:track:3EuYhily7aukZHyNx48m3r,https://api.spotify.com/v1/tracks/3EuYhily7aukZHyNx48m3r,0.538,0.989,9.0,-2.583,1.0,0.0781,0.000486,0.0194,0.0688,0.475,119.627,audio_features,3EuYhily7aukZHyNx48m3r,spotify:track:3EuYhily7aukZHyNx48m3r,https://api.spotify.com/v1/tracks/3EuYhily7aukZHyNx48m3r,https://api.spotify.com/v1/audio-analysis/3EuYhily7aukZHyNx48m3r,169533.0,4.0,
43,Pink Vapor Stew,The Essential Fishbone,Fishbone,394066,spotify:track:727UJB9r9nWvJ6c0gxOPuW,https://api.spotify.com/v1/tracks/727UJB9r9nWvJ6c0gxOPuW,0.587,0.905,1.0,-3.173,1.0,0.127,0.00421,0.000214,0.0846,0.821,91.424,audio_features,727UJB9r9nWvJ6c0gxOPuW,spotify:track:727UJB9r9nWvJ6c0gxOPuW,https://api.spotify.com/v1/tracks/727UJB9r9nWvJ6c0gxOPuW,https://api.spotify.com/v1/audio-analysis/727UJB9r9nWvJ6c0gxOPuW,394067.0,4.0,
44,And They Prey on You,The Essential Fishbone,Fishbone,322026,spotify:track:5XiAzy4yJYJz3GHcBuZmKx,https://api.spotify.com/v1/tracks/5XiAzy4yJYJz3GHcBuZmKx,0.621,0.947,7.0,-3.911,1.0,0.244,0.0112,7.42e-06,0.179,0.556,119.495,audio_features,5XiAzy4yJYJz3GHcBuZmKx,spotify:track:5XiAzy4yJYJz3GHcBuZmKx,https://api.spotify.com/v1/tracks/5XiAzy4yJYJz3GHcBuZmKx,https://api.spotify.com/v1/audio-analysis/5XiAzy4yJYJz3GHcBuZmKx,322027.0,4.0,
45,Poem Dance / Instrumental,The Essential Fishbone,Fishbone,222266,spotify:track:1PfxBvVYZuJOjxUnKSMufP,https://api.spotify.com/v1/tracks/1PfxBvVYZuJOjxUnKSMufP,0.531,0.791,10.0,-7.428,0.0,0.068,0.00524,0.763,0.0959,0.659,133.159,audio_features,1PfxBvVYZuJOjxUnKSMufP,spotify:track:1PfxBvVYZuJOjxUnKSMufP,https://api.spotify.com/v1/tracks/1PfxBvVYZuJOjxUnKSMufP,https://api.spotify.com/v1/audio-analysis/1PfxBvVYZuJOjxUnKSMufP,222267.0,4.0,
