,song_name,album_name,artist_name,duration_ms,uri,href,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,What Deers May Come,Buck Fever,Estradasphere,328306,spotify:track:3cbdhc7EiAVTrdKOaxINi0,https://api.spotify.com/v1/tracks/3cbdhc7EiAVTrdKOaxINi0,0.268,0.425,6,-16.094,1,0.0386,0.213,0.765,0.209,0.0968,86.83,audio_features,3cbdhc7EiAVTrdKOaxINi0,spotify:track:3cbdhc7EiAVTrdKOaxINi0,https://api.spotify.com/v1/tracks/3cbdhc7EiAVTrdKOaxINi0,https://api.spotify.com/v1/audio-analysis/3cbdhc7EiAVTrdKOaxINi0,328307,3
1,Mekapses Yitonisa,Quadropus,Estradasphere,261613,spotify:track:3gSJzFCc25gqBq0yAO366B,https://api.spotify.com/v1/tracks/3gSJzFCc25gqBq0yAO366B,0.523,0.556,2,-8.089,1,0.0422,0.391,0.954,0.0687,0.942,123.122,audio_features,3gSJzFCc25gqBq0yAO366B,spotify:track:3gSJzFCc25gqBq0yAO366B,https://api.spotify.com/v1/tracks/3gSJzFCc25gqBq0yAO366B,https://api.spotify.com/v1/audio-analysis/3gSJzFCc25gqBq0yAO366B,261613,1
2,Dubway,Quadropus,Estradasphere,218840,spotify:track:5mZC5QitN98SlxcgQs7Y02,https://api.spotify.com/v1/tracks/5mZC5QitN98SlxcgQs7Y02,0.716,0.577,1,-10.705,1,0.384,0.452,0.852,0.127,0.88,81.564,audio_features,5mZC5QitN98SlxcgQs7Y02,spotify:track:5mZC5QitN98SlxcgQs7Y02,https://api.spotify.com/v1/tracks/5mZC5QitN98SlxcgQs7Y02,https://api.spotify.com/v1/audio-analysis/5mZC5QitN98SlxcgQs7Y02,218840,4
3,King Crab Battle,Quadropus,Estradasphere,510866,spotify:track:1N5VKOWyESllwNo5bZ9PnA,https://api.spotify.com/v1/tracks/1N5VKOWyESllwNo5bZ9PnA,0.267,0.653,7,-9.116,1,0.0578,0.0823,0.813,0.129,0.049,99.231,audio_features,1N5VKOWyESllwNo5bZ9PnA,spotify:track:1N5VKOWyESllwNo5bZ9PnA,https://api.spotify.com/v1/tracks/1N5VKOWyESllwNo5bZ9PnA,https://api.spotify.com/v1/audio-analysis/1N5VKOWyESllwNo5bZ9PnA,510867,4
4,A Car Ride In Idealistic Ethiopia (Part 1),Quadropus,Estradasphere,346920,spotify:track:0F9yJYKUM2sCiOM2MMIpee,https://api.spotify.com/v1/tracks/0F9yJYKUM2sCiOM2MMIpee,0.312,0.676,4,-9.315,0,0.0349,0.574,0.83,0.662,0.338,121.599,audio_features,0F9yJYKUM2sCiOM2MMIpee,spotify:track:0F9yJYKUM2sCiOM2MMIpee,https://api.spotify.com/v1/tracks/0F9yJYKUM2sCiOM2MMIpee,https://api.spotify.com/v1/audio-analysis/0F9yJYKUM2sCiOM2MMIpee,346920,4
5,Jungle Warfare,Quadropus,Estradasphere,342133,spotify:track:1vGBzPY6sgQHfkpkVVBnA6,https://api.spotify.com/v1/tracks/1vGBzPY6sgQHfkpkVVBnA6,0.464,0.891,7,-7.506,1,0.118,0.00413,0.274,0.13,0.2,111.008,audio_features,1vGBzPY6sgQHfkpkVVBnA6,spotify:track:1vGBzPY6sgQHfkpkVVBnA6,https://api.spotify.com/v1/tracks/1vGBzPY6sgQHfkpkVVBnA6,https://api.spotify.com/v1/audio-analysis/1vGBzPY6sgQHfkpkVVBnA6,342133,4
6,Bodyslam,Quadropus,Estradasphere,189106,spotify:track:7tPSgBGPKgMkCcKERNcHxc,https://api.spotify.com/v1/tracks/7tPSgBGPKgMkCcKERNcHxc,0.534,0.923,0,-7.392,1,0.179,0.0022,0.123,0.534,0.598,90.183,audio_features,7tPSgBGPKgMkCcKERNcHxc,spotify:track:7tPSgBGPKgMkCcKERNcHxc,https://api.spotify.com/v1/tracks/7tPSgBGPKgMkCcKERNcHxc,https://api.spotify.com/v1/audio-analysis/7tPSgBGPKgMkCcKERNcHxc,189107,4
7,At Least We'd Have Today,Quadropus,Estradasphere,578080,spotify:track:5mdufYMaiHbqIBIhxSiGNF,https://api.spotify.com/v1/tracks/5mdufYMaiHbqIBIhxSiGNF,0.285,0.000169,1,-11.168,1,0.044,0.876,2.79e-06,0.423,0.0905,123.028,audio_features,5mdufYMaiHbqIBIhxSiGNF,spotify:track:5mdufYMaiHbqIBIhxSiGNF,https://api.spotify.com/v1/tracks/5mdufYMaiHbqIBIhxSiGNF,https://api.spotify.com/v1/audio-analysis/5mdufYMaiHbqIBIhxSiGNF,578080,4
8,"Listen, Learn, Read On",The Book of Taliesyn,Deep Purple,245133,spotify:track:6ufJRpHSRD91pER6B1nOmg,https://api.spotify.com/v1/tracks/6ufJRpHSRD91pER6B1nOmg,0.349,0.676,9,-10.209,1,0.0355,0.055,0.378,0.0762,0.912,172.691,audio_features,6ufJRpHSRD91pER6B1nOmg,spotify:track:6ufJRpHSRD91pER6B1nOmg,https://api.spotify.com/v1/tracks/6ufJRpHSRD91pER6B1nOmg,https://api.spotify.com/v1/audio-analysis/6ufJRpHSRD91pER6B1nOmg,245133,4
9,Wring That Neck - Live in Sweden 1970 Bonus Track,The Official Deep Purple (Overseas) Live Series: Stockholm 1970,Deep Purple,662800,spotify:track:0cPHs6OjcVleiIEWGKHB0I,https://api.spotify.com/v1/tracks/0cPHs6OjcVleiIEWGKHB0I,0.312,0.854,9,-3.818,0,0.131,0.14,0.606,0.959,0.246,169.675,audio_features,0cPHs6OjcVleiIEWGKHB0I,spotify:track:0cPHs6OjcVleiIEWGKHB0I,https://api.spotify.com/v1/tracks/0cPHs6OjcVleiIEWGKHB0I,https://api.spotify.com/v1/audio-analysis/0cPHs6OjcVleiIEWGKHB0I,662800,4
