,song_name,album_name,artist_name,duration_ms,uri,href,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,Music for Line of Apogee: VII,Vladimir Ussachevsky: Film Music,Vladimir Ussachevsky,263760,spotify:track:2BFS0YHTXmmGK31bp3H8KC,https://api.spotify.com/v1/tracks/2BFS0YHTXmmGK31bp3H8KC,0.216,0.415,1,-21.41,0,0.199,0.978,0.863,0.0981,0.0344,105.574,audio_features,2BFS0YHTXmmGK31bp3H8KC,spotify:track:2BFS0YHTXmmGK31bp3H8KC,https://api.spotify.com/v1/tracks/2BFS0YHTXmmGK31bp3H8KC,https://api.spotify.com/v1/audio-analysis/2BFS0YHTXmmGK31bp3H8KC,263760,4
1,Music for Line of Apogee: VII,Vladimir Ussachevsky: Film Music,Vladimir Ussachevsky,263760,spotify:track:2BFS0YHTXmmGK31bp3H8KC,https://api.spotify.com/v1/tracks/2BFS0YHTXmmGK31bp3H8KC,0.216,0.415,1,-21.41,0,0.199,0.978,0.863,0.0981,0.0344,105.574,audio_features,2BFS0YHTXmmGK31bp3H8KC,spotify:track:2BFS0YHTXmmGK31bp3H8KC,https://api.spotify.com/v1/tracks/2BFS0YHTXmmGK31bp3H8KC,https://api.spotify.com/v1/audio-analysis/2BFS0YHTXmmGK31bp3H8KC,263760,4
2,"Open Mike Eagle on ""Speed Trials""",Either/Or: Expanded Edition (Commentary Tracks),Elliott Smith,68082,spotify:track:4zmBMZg3pYEZJL804Zcwn8,https://api.spotify.com/v1/tracks/4zmBMZg3pYEZJL804Zcwn8,0.631,0.195,11,-19.144,0,0.938,0.972,0.0,0.243,0.579,80.407,audio_features,4zmBMZg3pYEZJL804Zcwn8,spotify:track:4zmBMZg3pYEZJL804Zcwn8,https://api.spotify.com/v1/tracks/4zmBMZg3pYEZJL804Zcwn8,https://api.spotify.com/v1/audio-analysis/4zmBMZg3pYEZJL804Zcwn8,68082,4
3,Angeles,Either/Or,Elliott Smith,176826,spotify:track:2uwN3PDudlRkAKE3wA0OqJ,https://api.spotify.com/v1/tracks/2uwN3PDudlRkAKE3wA0OqJ,0.53,0.0993,4,-23.548,0,0.0549,0.86,0.2,0.153,0.588,118.139,audio_features,2uwN3PDudlRkAKE3wA0OqJ,spotify:track:2uwN3PDudlRkAKE3wA0OqJ,https://api.spotify.com/v1/tracks/2uwN3PDudlRkAKE3wA0OqJ,https://api.spotify.com/v1/audio-analysis/2uwN3PDudlRkAKE3wA0OqJ,176827,4
4,I Don't Think I'm Ever Gonna Figure It Out - Remixed / Remastered,Either/Or: Expanded Edition,Elliott Smith,117134,spotify:track:0tiz18U3REWZSXkn1A6g8L,https://api.spotify.com/v1/tracks/0tiz18U3REWZSXkn1A6g8L,0.598,0.465,3,-9.344,1,0.0346,0.896,0.783,0.107,0.509,116.517,audio_features,0tiz18U3REWZSXkn1A6g8L,spotify:track:0tiz18U3REWZSXkn1A6g8L,https://api.spotify.com/v1/tracks/0tiz18U3REWZSXkn1A6g8L,https://api.spotify.com/v1/audio-analysis/0tiz18U3REWZSXkn1A6g8L,117135,4
5,Needle in the Hay,An Introduction to Elliott Smith,Elliott Smith,259893,spotify:track:4dHPEs1pcJboXa3s2ACJee,https://api.spotify.com/v1/tracks/4dHPEs1pcJboXa3s2ACJee,0.552,0.211,5,-16.791,1,0.0388,0.602,0.00725,0.116,0.35,116.254,audio_features,4dHPEs1pcJboXa3s2ACJee,spotify:track:4dHPEs1pcJboXa3s2ACJee,https://api.spotify.com/v1/tracks/4dHPEs1pcJboXa3s2ACJee,https://api.spotify.com/v1/audio-analysis/4dHPEs1pcJboXa3s2ACJee,259893,4
6,Alphabet Town,Needle In The Hay,Elliott Smith,259411,spotify:track:5YZCnoxmU35FaXpQqY9KuG,https://api.spotify.com/v1/tracks/5YZCnoxmU35FaXpQqY9KuG,0.493,0.287,4,-12.733,0,0.028,0.0902,0.000658,0.0927,0.26,77.744,audio_features,5YZCnoxmU35FaXpQqY9KuG,spotify:track:5YZCnoxmU35FaXpQqY9KuG,https://api.spotify.com/v1/tracks/5YZCnoxmU35FaXpQqY9KuG,https://api.spotify.com/v1/audio-analysis/5YZCnoxmU35FaXpQqY9KuG,259411,4
7,Sana Maulit Muli,Greatest Hits I,Gary Valenciano,275063,spotify:track:5auxFrf88VuaEQR8RvKqBB,https://api.spotify.com/v1/tracks/5auxFrf88VuaEQR8RvKqBB,0.202,0.203,0,-13.482,1,0.032,0.834,0.00272,0.189,0.146,86.316,audio_features,5auxFrf88VuaEQR8RvKqBB,spotify:track:5auxFrf88VuaEQR8RvKqBB,https://api.spotify.com/v1/tracks/5auxFrf88VuaEQR8RvKqBB,https://api.spotify.com/v1/audio-analysis/5auxFrf88VuaEQR8RvKqBB,275064,4
8,Kailangan Kita,At The Movies,Gary Valenciano,281193,spotify:track:62vdrOUYK0iObyjXtUQnpm,https://api.spotify.com/v1/tracks/62vdrOUYK0iObyjXtUQnpm,0.225,0.152,0,-11.153,1,0.0379,0.862,4.96e-06,0.1,0.153,69.968,audio_features,62vdrOUYK0iObyjXtUQnpm,spotify:track:62vdrOUYK0iObyjXtUQnpm,https://api.spotify.com/v1/tracks/62vdrOUYK0iObyjXtUQnpm,https://api.spotify.com/v1/audio-analysis/62vdrOUYK0iObyjXtUQnpm,281194,4
9,Ang Aking Munting Bituin,At The Movies,Gary Valenciano,309057,spotify:track:7BGvQ3Zrkgx7zIIdH5s2zv,https://api.spotify.com/v1/tracks/7BGvQ3Zrkgx7zIIdH5s2zv,0.263,0.155,6,-14.772,1,0.0315,0.901,0.00012,0.149,0.189,85.634,audio_features,7BGvQ3Zrkgx7zIIdH5s2zv,spotify:track:7BGvQ3Zrkgx7zIIdH5s2zv,https://api.spotify.com/v1/tracks/7BGvQ3Zrkgx7zIIdH5s2zv,https://api.spotify.com/v1/audio-analysis/7BGvQ3Zrkgx7zIIdH5s2zv,309058,4
